,name,wins,ties,total_games,winrate
"7D, KD, 4H",K-top,19,1,7164,0.0027
"KS, 4H, 7H",K-top,12,2,7399,0.0016
"KC, 4C, 7H",K-top,18,1,7137,0.0025
"KC, 7S, 4S",K-top,16,1,7244,0.0022
"KH, 4D, 7C",K-top,14,1,7231,0.0019
"4C, KD, 7H",K-top,28,0,7268,0.0039
"4C, KD, 7C",K-top,18,1,7183,0.0025
"KS, 4D, 7C",K-top,25,1,7288,0.0034
"7D, 4C, KH",K-top,16,0,7169,0.0022
"KD, 4D, 7S",K-top,22,0,7146,0.0031
"KC, 4H, 7C",K-top,14,2,7263,0.0019
"KC, 4D, 7S",K-top,17,1,7178,0.0024
"KH, 4D, 7S",K-top,21,3,7263,0.0029
"KD, 4H, 7S",K-top,11,0,7160,0.0015
"KC, 7D, 4D",K-top,14,1,7387,0.0019
"KD, 7S, 4S",K-top,19,0,7200,0.0026
"KS, 4D, 7H",K-top,19,2,7276,0.0026
"7D, 4C, KS",K-top,14,0,7210,0.0019
"7D, KS, 4H",K-top,9,1,7184,0.0013
"KD, 4H, 7H",K-top,10,0,7312,0.0014
"KS, 4D, 7S",K-top,15,0,7046,0.0021
"KH, 4D, 7H",K-top,18,1,7278,0.0025
"KS, 4H, 7S",K-top,15,0,7236,0.0021
"7D, KH, 4H",K-top,17,0,7213,0.0024
"KD, 4H, 7C",K-top,20,1,7383,0.0027
"7D, KH, 4D",K-top,10,0,7257,0.0014
"KC, 4H, 7S",K-top,17,2,7294,0.0023
"KH, 4H, 7S",K-top,13,0,7281,0.0018
"KC, 7H, 4S",K-top,18,0,7267,0.0025
"4C, KH, 7S",K-top,17,1,7283,0.0023
"KC, 4H, 7H",K-top,7,1,7143,0.001
"KD, 4D, 7H",K-top,23,0,7243,0.0032
"7D, KS, 4D",K-top,20,2,7323,0.0027
"4C, KS, 7H",K-top,10,1,7377,0.0014
"KH, 3C, 7S",K-top,10,0,7213,0.0014
"KH, 7H, 3S",K-top,11,1,7344,0.0015
"KS, 3D, 7S",K-top,24,0,7185,0.0033
"KH, 3H, 7C",K-top,12,1,7287,0.0016
"7D, KH, 3H",K-top,16,1,7043,0.0023
"7D, KS, 3C",K-top,14,1,7380,0.0019
"KH, 3D, 7C",K-top,14,1,7220,0.0019
"KS, 3H, 7C",K-top,18,0,7376,0.0024
"3H, KD, 7H",K-top,18,0,7228,0.0025
"7D, KS, 3H",K-top,19,1,7226,0.0026
"KC, 3H, 7H",K-top,13,2,7192,0.0018
"7D, KH, 3C",K-top,9,0,7272,0.0012
"KH, 3H, 7S",K-top,20,2,7164,0.0028
"KS, 3D, 7C",K-top,18,1,7320,0.0025
"KD, 3C, 7C",K-top,9,0,7220,0.0012
"KC, 7D, 3H",K-top,17,0,7263,0.0023
"KC, 3H, 7C",K-top,15,1,7191,0.0021
"3H, KS, 7H",K-top,20,2,7321,0.0027
"7D, KD, 3H",K-top,14,1,7135,0.002
"KD, 3H, 7C",K-top,14,0,7317,0.0019
"KD, 7H, 3C",K-top,17,2,7192,0.0024
"KC, 7D, 3D",K-top,17,0,7256,0.0023
"KS, 3H, 7S",K-top,12,0,7245,0.0017
"3D, KS, 7H",K-top,13,0,7272,0.0018
"KC, 7H, 3C",K-top,12,0,7127,0.0017
"KC, 3S, 7S",K-top,17,1,7250,0.0023
"KD, 3S, 7S",K-top,18,0,7229,0.0025
"3D, KH, 7H",K-top,16,0,7240,0.0022
"KS, 3C, 7C",K-top,16,0,7186,0.0022
"7D, KH, 3D",K-top,11,0,7225,0.0015
"KH, 3S, 7C",K-top,14,2,7351,0.0019
"7D, KH, 3S",K-top,15,1,7327,0.002
"3D, KD, 7H",K-top,8,0,7155,0.0011
"KC, 7D, 3C",K-top,17,1,7245,0.0023
"7D, KS, 3D",K-top,6,0,7091,0.0008
"KH, 3C, 7C",K-top,15,1,7130,0.0021
"KC, 3D, 7H",K-top,13,0,7432,0.0017
"7D, KD, 3C",K-top,18,1,7155,0.0025
"KS, 3S, 7C",K-top,19,1,7168,0.0027
"KD, 7H, 3S",K-top,17,0,7327,0.0023
"KD, 3C, 7S",K-top,15,1,7271,0.0021
"7D, KS, 3S",K-top,9,0,7168,0.0013
"KC, 7H, 3S",K-top,22,0,7229,0.003
"KC, 3D, 7C",K-top,16,0,7217,0.0022
"KC, 3C, 7S",K-top,10,3,7271,0.0014
"KH, 7H, 3C",K-top,17,1,7093,0.0024
"KH, 3S, 7S",K-top,12,0,7286,0.0016
"KD, 3D, 7C",K-top,14,1,7153,0.002
"KD, 3D, 7S",K-top,10,1,7152,0.0014
"KC, 7D, 3S",K-top,17,1,7341,0.0023
"KC, 3S, 7C",K-top,21,0,7306,0.0029
"KS, 7H, 3S",K-top,13,2,7318,0.0018
"KS, 3C, 7S",K-top,21,0,7158,0.0029
"KH, 3D, 7S",K-top,13,1,7208,0.0018
"KD, 3S, 7C",K-top,17,0,7204,0.0024
"KC, 3D, 7S",K-top,18,0,7304,0.0025
"KD, 3H, 7S",K-top,22,0,7260,0.003
"7D, KD, 3S",K-top,9,0,7325,0.0012
"KS, 7H, 3C",K-top,10,0,7275,0.0014
"KC, 3H, 7S",K-top,17,0,7249,0.0023
"KC, 2C, 7S",K-top,13,0,7164,0.0018
"KC, 7H, 2H",K-top,17,0,7245,0.0023
"2S, KD, 7H",K-top,14,0,7259,0.0019
"7D, KS, 2D",K-top,16,1,7254,0.0022
"KS, 2D, 7C",K-top,12,2,7224,0.0017
"2S, KS, 7C",K-top,25,0,7173,0.0035
"KC, 2S, 7H",K-top,23,0,7127,0.0032
"2S, 7D, KS",K-top,14,1,7218,0.0019
"KH, 2D, 7H",K-top,13,0,7323,0.0018
"KD, 2D, 7H",K-top,9,0,7226,0.0012
"KS, 2D, 7S",K-top,20,0,7260,0.0028
"KC, 2S, 7C",K-top,19,0,7244,0.0026
"7D, KH, 2D",K-top,20,0,7258,0.0028
"KH, 2D, 7C",K-top,15,1,7147,0.0021
"KD, 2D, 7C",K-top,16,0,7274,0.0022
"KC, 7D, 2S",K-top,11,0,7363,0.0015
"2S, KS, 7H",K-top,13,0,7251,0.0018
"KS, 2D, 7H",K-top,11,1,7204,0.0015
"2S, 7D, KD",K-top,17,1,7335,0.0023
"2S, KD, 7C",K-top,14,0,7201,0.0019
"2S, KH, 7S",K-top,16,1,7171,0.0022
"KH, 2D, 7S",K-top,20,0,7198,0.0028
"2H, KD, 7S",K-top,24,0,7170,0.0033
"KC, 2D, 7H",K-top,9,0,7255,0.0012
"KC, 2D, 7C",K-top,23,0,7359,0.0031
"2S, KH, 7H",K-top,9,0,7266,0.0012
"KD, 2D, 7S",K-top,13,0,7274,0.0018
"7D, KS, 2C",K-top,15,1,7142,0.0021
"2C, KS, 7C",K-top,11,1,7166,0.0015
"KC, 2H, 7S",K-top,20,1,7390,0.0027
"7D, KH, 2C",K-top,20,0,7336,0.0027
"KC, 7D, 2C",K-top,20,2,7072,0.0028
"2C, KH, 7C",K-top,8,0,7243,0.0011
"2C, KD, 7C",K-top,11,0,7393,0.0015
"7D, KD, 2C",K-top,14,0,7180,0.0019
"2S, KD, 7S",K-top,9,0,7164,0.0013
"KC, 2D, 7S",K-top,17,1,7288,0.0023
"KC, 2S, 7S",K-top,8,1,7306,0.0011
"2C, KD, 7H",K-top,14,2,7406,0.0019
"KC, 2C, 7H",K-top,19,0,7352,0.0026
"2C, KH, 7H",K-top,14,0,7134,0.002
"KC, 7D, 2H",K-top,14,1,7216,0.0019
"KC, 2H, 7C",K-top,21,0,7341,0.0029
"2C, KS, 7S",K-top,14,1,7238,0.0019
"2H, KS, 7S",K-top,12,0,7282,0.0016
"2C, KS, 7H",K-top,13,1,7156,0.0018
"KS, 2H, 7C",K-top,15,1,7291,0.0021
"7D, KS, 2H",K-top,13,0,6972,0.0019
"KD, 7H, 2H",K-top,14,0,7273,0.0019
"KC, 7D, 2D",K-top,18,0,7270,0.0025
"2C, KH, 7S",K-top,21,0,7260,0.0029
"2H, KH, 7S",K-top,19,0,7213,0.0026
"KH, 2H, 7C",K-top,21,2,7262,0.0029
"7D, KH, 2H",K-top,23,0,7190,0.0032
"7D, KD, 2H",K-top,20,0,7436,0.0027
"KS, 7H, 2H",K-top,15,0,7350,0.002
"KD, 2H, 7C",K-top,17,0,7200,0.0024
"2S, 7D, KH",K-top,12,0,7366,0.0016
"2S, KH, 7C",K-top,19,2,7226,0.0026
"2C, KD, 7S",K-top,21,1,7222,0.0029
"6S, KS, 5C",K-top,11,0,7284,0.0015
"6C, 5D, KS",K-top,6,1,7239,0.0008
"6C, 5S, KS",K-top,17,0,7210,0.0024
"6C, 5H, KS",K-top,13,1,7197,0.0018
"6S, 5D, KH",K-top,12,1,7332,0.0016
"6H, KS, 5C",K-top,11,1,7241,0.0015
"5S, 6D, KS",K-top,13,0,7325,0.0018
"5H, 6D, KS",K-top,11,0,7125,0.0015
"6C, 5H, KH",K-top,13,0,7353,0.0018
"6C, 5S, KH",K-top,14,0,7163,0.002
"6C, 5S, KD",K-top,8,0,7086,0.0011
"6C, 5H, KD",K-top,14,1,7157,0.002
"KC, 6S, 5S",K-top,19,2,7162,0.0027
"6D, KS, 5C",K-top,10,0,7339,0.0014
"6S, 5H, KD",K-top,17,0,7081,0.0024
"6S, 5S, KD",K-top,19,1,7276,0.0026
"5S, 6D, KH",K-top,11,0,7034,0.0016
"5H, 6D, KH",K-top,14,0,7297,0.0019
"6S, 5D, KD",K-top,14,0,7324,0.0019
"6D, KH, 5D",K-top,13,1,7364,0.0018
"KC, 6S, 5D",K-top,11,1,7239,0.0015
"6D, KH, 5C",K-top,16,0,7166,0.0022
"KC, 6D, 5C",K-top,12,0,7292,0.0016
"6H, 5S, KD",K-top,10,1,7090,0.0014
"6H, 5S, KH",K-top,13,0,7246,0.0018
"5H, 6H, KD",K-top,17,0,7202,0.0024
"6D, KD, 5C",K-top,11,2,7164,0.0015
"6D, KS, 5D",K-top,8,0,7177,0.0011
"6C, KS, 5C",K-top,24,1,7176,0.0033
"5S, 6D, KD",K-top,9,1,7151,0.0013
"5H, 6D, KD",K-top,8,1,7188,0.0011
"5H, 6H, KS",K-top,12,1,7169,0.0017
"6H, 5S, KS",K-top,18,1,7221,0.0025
"6H, 5D, KS",K-top,14,1,7233,0.0019
"6C, KH, 5C",K-top,12,0,7103,0.0017
"KC, 5H, 6C",K-top,17,3,7200,0.0024
"KC, 6H, 5H",K-top,8,0,7279,0.0011
"KC, 6H, 5S",K-top,14,0,7238,0.0019
"6H, 5D, KH",K-top,10,0,7134,0.0014
"KC, 6H, 5D",K-top,13,1,7272,0.0018
"6H, 5D, KD",K-top,17,0,7269,0.0023
"KC, 6H, 5C",K-top,14,0,7145,0.002
"6S, 5S, KH",K-top,17,0,7255,0.0023
"6S, 5H, KH",K-top,11,1,7385,0.0015
"KC, 6D, 5S",K-top,15,1,7407,0.002
"KC, 6D, 5H",K-top,11,0,7339,0.0015
"6H, KD, 5C",K-top,16,1,7288,0.0022
"6S, 5H, KS",K-top,10,1,7141,0.0014
"KC, 6D, 5D",K-top,16,0,7302,0.0022
"6C, KD, 5C",K-top,21,1,7222,0.0029
"6C, 5D, KD",K-top,22,0,7178,0.0031
"6S, KD, 5C",K-top,18,0,7199,0.0025
"6S, KH, 5C",K-top,17,1,7344,0.0023
"KC, 5D, 6C",K-top,14,0,7240,0.0019
"6C, 5D, KH",K-top,16,0,7266,0.0022
"KC, 6S, 5C",K-top,25,0,7295,0.0034
"KC, 5S, 6C",K-top,14,0,7218,0.0019
"6S, 5D, KS",K-top,12,1,7072,0.0017
"KC, 6S, 5H",K-top,7,1,7283,0.001
"6H, KH, 5C",K-top,19,1,7336,0.0026
"6C, KH, 4H",K-top,12,0,7348,0.0016
"6H, KD, 4S",K-top,7,0,7393,0.0009
"6S, KS, 4H",K-top,14,0,7182,0.0019
"6H, KH, 4S",K-top,18,0,7170,0.0025
"KC, 6H, 4D",K-top,13,0,7107,0.0018
"6H, KD, 4D",K-top,13,1,7195,0.0018
"6C, KS, 4H",K-top,12,0,7290,0.0016
"6C, 4C, KS",K-top,14,0,7066,0.002
"6S, KH, 4H",K-top,11,0,7269,0.0015
"KC, 6S, 4H",K-top,13,1,7218,0.0018
"6H, KS, 4S",K-top,9,0,7065,0.0013
"KC, 6C, 4S",K-top,8,0,7306,0.0011
"6H, 4C, KH",K-top,14,1,7173,0.002
"6C, 4C, KH",K-top,13,0,7354,0.0018
"KC, 6H, 4S",K-top,10,0,7257,0.0014
"6D, KS, 4S",K-top,10,0,7181,0.0014
"6C, KS, 4S",K-top,16,0,7162,0.0022
"6D, KD, 4C",K-top,22,0,7388,0.003
"6H, 4C, KS",K-top,12,0,7082,0.0017
"KC, 6D, 4C",K-top,11,0,7149,0.0015
"6C, KD, 4D",K-top,13,1,7285,0.0018
"KC, 6S, 4S",K-top,10,0,7255,0.0014
"6H, KS, 4H",K-top,24,0,7092,0.0034
"6D, KH, 4S",K-top,17,0,7206,0.0024
"KC, 6C, 4D",K-top,11,0,7203,0.0015
"6C, KH, 4S",K-top,8,1,7144,0.0011
"6S, KD, 4D",K-top,13,0,7177,0.0018
"6D, KS, 4C",K-top,15,0,7279,0.0021
"6S, KH, 4D",K-top,16,0,7210,0.0022
"6C, KD, 4S",K-top,19,0,7327,0.0026
"KC, 6S, 4D",K-top,10,0,7335,0.0014
"6H, KH, 4D",K-top,10,0,7210,0.0014
"6S, KS, 4D",K-top,18,0,7448,0.0024
"6D, KH, 4C",K-top,24,0,7266,0.0033
"6D, KH, 4H",K-top,19,0,7242,0.0026
"KC, 6D, 4H",K-top,13,0,7188,0.0018
"6S, KD, 4S",K-top,13,0,7256,0.0018
"6H, 4C, KD",K-top,14,1,7260,0.0019
"6H, KS, 4D",K-top,13,1,7354,0.0018
"6C, KD, 4H",K-top,14,1,7206,0.0019
"KC, 6H, 4C",K-top,16,1,7253,0.0022
"6D, KS, 4H",K-top,27,0,7446,0.0036
"KC, 6H, 4H",K-top,19,0,6989,0.0027
"6S, 4C, KH",K-top,14,0,7110,0.002
"6D, KS, 4D",K-top,17,1,7183,0.0024
"6S, KH, 4S",K-top,20,1,7175,0.0028
"6D, KD, 4S",K-top,15,0,7287,0.0021
"6D, KD, 4H",K-top,17,0,7057,0.0024
"6S, 4C, KS",K-top,9,2,7259,0.0012
"6D, KH, 4D",K-top,9,0,7320,0.0012
"KC, 6D, 4D",K-top,17,1,7344,0.0023
"KC, 6C, 4H",K-top,10,0,7087,0.0014
"6C, KS, 4D",K-top,21,0,7172,0.0029
"6H, KD, 4H",K-top,13,0,7321,0.0018
"6C, 4C, KD",K-top,11,0,7311,0.0015
"KC, 6S, 4C",K-top,15,0,7227,0.0021
"6S, 4C, KD",K-top,10,0,7187,0.0014
"6S, KD, 4H",K-top,21,0,7261,0.0029
"6C, KH, 4D",K-top,14,1,7302,0.0019
"KC, 6D, 4S",K-top,11,1,7195,0.0015
"6D, KD, 3S",K-top,19,0,7058,0.0027
"6S, KD, 3C",K-top,13,0,7266,0.0018
"6C, KD, 3H",K-top,16,0,7370,0.0022
"KC, 6C, 3H",K-top,20,0,7114,0.0028
"KC, 6S, 3C",K-top,17,1,7247,0.0023
"6C, KD, 3C",K-top,13,0,7271,0.0018
"6S, KD, 3H",K-top,19,0,7138,0.0027
"6D, KH, 3H",K-top,14,0,7274,0.0019
"6C, KS, 3D",K-top,15,2,7133,0.0021
"KC, 6S, 3H",K-top,14,1,7227,0.0019
"6S, KD, 3D",K-top,12,0,7330,0.0016
"6S, KH, 3D",K-top,17,0,7367,0.0023
"6S, KS, 3C",K-top,21,1,7305,0.0029
"KC, 6S, 3D",K-top,8,0,7276,0.0011
"6C, KS, 3H",K-top,13,1,7273,0.0018
"6C, KH, 3D",K-top,13,0,7134,0.0018
"6S, KH, 3S",K-top,12,1,7113,0.0017
"6H, KH, 3D",K-top,7,0,7219,0.001
"6S, KS, 3D",K-top,11,0,7236,0.0015
"6S, KH, 3C",K-top,19,1,7058,0.0027
"6C, KH, 3H",K-top,14,0,7244,0.0019
"6H, KS, 3H",K-top,10,0,7118,0.0014
"KC, 6H, 3C",K-top,14,0,7115,0.002
"6H, KS, 3D",K-top,10,1,7300,0.0014
"6H, KD, 3C",K-top,11,0,7213,0.0015
"KC, 6H, 3H",K-top,14,0,7302,0.0019
"6H, KD, 3H",K-top,18,0,7278,0.0025
"6D, KS, 3D",K-top,14,0,7248,0.0019
"6D, KH, 3C",K-top,13,0,7024,0.0019
"KC, 6D, 3H",K-top,16,0,7327,0.0022
"6D, KS, 3S",K-top,12,0,7373,0.0016
"6D, KD, 3H",K-top,18,0,7286,0.0025
"6C, KD, 3S",K-top,14,0,7300,0.0019
"6D, KH, 3D",K-top,8,2,7207,0.0011
"KC, 6D, 3D",K-top,10,0,7168,0.0014
"6D, KS, 3C",K-top,13,0,7276,0.0018
"KC, 6C, 3S",K-top,18,1,7330,0.0025
"6S, KD, 3S",K-top,11,0,7117,0.0015
"6C, KD, 3D",K-top,12,0,7310,0.0016
"6D, KH, 3S",K-top,13,0,7254,0.0018
"KC, 6S, 3S",K-top,13,0,7266,0.0018
"KC, 6C, 3D",K-top,12,1,7271,0.0017
"KC, 6D, 3C",K-top,23,1,7186,0.0032
"6H, KS, 3C",K-top,16,0,7293,0.0022
"6D, KD, 3C",K-top,14,0,7402,0.0019
"6C, KS, 3S",K-top,6,0,7197,0.0008
"6H, KH, 3S",K-top,14,0,7253,0.0019
"6C, KH, 3C",K-top,14,0,7320,0.0019
"6S, KH, 3H",K-top,8,0,7363,0.0011
"6H, KH, 3C",K-top,8,0,7039,0.0011
"6C, KH, 3S",K-top,12,0,7212,0.0017
"6H, KS, 3S",K-top,8,0,7123,0.0011
"6C, KS, 3C",K-top,11,0,7282,0.0015
"6S, KS, 3H",K-top,13,2,7358,0.0018
"KC, 6H, 3D",K-top,17,0,7365,0.0023
"6H, KD, 3D",K-top,14,2,7208,0.0019
"KC, 6H, 3S",K-top,8,1,7126,0.0011
"6H, KD, 3S",K-top,12,1,7315,0.0016
"KC, 6D, 3S",K-top,9,0,7209,0.0012
"6D, KS, 3H",K-top,20,0,7488,0.0027
"6C, 2C, KS",K-top,11,0,7176,0.0015
"6H, KS, 2D",K-top,15,0,7253,0.0021
"2S, 6H, KS",K-top,10,0,7082,0.0014
"6S, KS, 2H",K-top,14,1,7114,0.002
"KC, 6H, 2S",K-top,7,1,7190,0.001
"2S, 6D, KS",K-top,14,0,7335,0.0019
"6H, KH, 2D",K-top,16,0,7382,0.0022
"6H, KD, 2D",K-top,15,1,7250,0.0021
"2S, 6H, KD",K-top,16,0,7082,0.0023
"6D, KD, 2H",K-top,13,1,7151,0.0018
"6S, KH, 2H",K-top,15,1,7153,0.0021
"6D, KH, 2D",K-top,14,1,7275,0.0019
"2S, 6D, KH",K-top,10,1,7248,0.0014
"6S, KD, 2D",K-top,13,0,7278,0.0018
"6C, 2S, KD",K-top,16,0,7235,0.0022
"6C, KD, 2D",K-top,10,0,7222,0.0014
"6C, KH, 2D",K-top,14,2,7245,0.0019
"KC, 2S, 6C",K-top,9,1,7489,0.0012
"6D, KS, 2D",K-top,9,1,7251,0.0012
"6S, 2C, KS",K-top,10,0,7137,0.0014
"6S, KD, 2H",K-top,11,0,7108,0.0015
"6C, 2S, KS",K-top,10,0,7135,0.0014
"6C, KS, 2D",K-top,13,0,7317,0.0018
"6S, 2S, KD",K-top,15,0,7216,0.0021
"6H, KS, 2C",K-top,16,1,7152,0.0022
"6S, 2C, KH",K-top,12,0,7127,0.0017
"KC, 6S, 2D",K-top,16,0,7422,0.0022
"2C, 6D, KD",K-top,15,0,7287,0.0021
"KC, 6S, 2S",K-top,15,0,7193,0.0021
"KC, 6D, 2C",K-top,7,0,7347,0.001
"6C, 2S, KH",K-top,8,0,7205,0.0011
"KC, 6C, 2D",K-top,14,1,7165,0.002
"KC, 6H, 2C",K-top,15,1,7203,0.0021
"6C, KD, 2H",K-top,11,0,7403,0.0015
"6H, KH, 2C",K-top,13,0,7134,0.0018
"6H, KD, 2C",K-top,8,0,7255,0.0011
"6C, KH, 2H",K-top,13,0,7264,0.0018
"6D, KH, 2H",K-top,18,0,7282,0.0025
"KC, 6S, 2H",K-top,16,1,7328,0.0022
"2C, 6D, KH",K-top,8,0,7189,0.0011
"6C, KS, 2H",K-top,19,0,7324,0.0026
"6D, KS, 2H",K-top,9,0,7206,0.0012
"KC, 6H, 2H",K-top,14,1,7358,0.0019
"2C, 6D, KS",K-top,17,1,7436,0.0023
"KC, 6C, 2H",K-top,13,1,7234,0.0018
"6S, KS, 2D",K-top,10,0,7199,0.0014
"6H, KS, 2H",K-top,2,0,7193,0.0003
"KC, 6D, 2S",K-top,12,0,7195,0.0017
"KC, 6D, 2D",K-top,9,0,7356,0.0012
"6S, 2S, KH",K-top,18,0,7194,0.0025
"6S, KH, 2D",K-top,9,0,7339,0.0012
"KC, 6S, 2C",K-top,9,1,7185,0.0013
"2S, 6D, KD",K-top,9,0,7166,0.0013
"6S, 2C, KD",K-top,12,1,7300,0.0016
"6C, 2C, KD",K-top,13,1,7187,0.0018
"6C, 2C, KH",K-top,12,0,7189,0.0017
"6H, KD, 2H",K-top,9,0,7169,0.0013
"KC, 6H, 2D",K-top,10,0,7271,0.0014
"2S, 6H, KH",K-top,10,0,7183,0.0014
"KC, 6D, 2H",K-top,13,1,7320,0.0018
"5S, KS, 4C",K-top,16,0,7186,0.0022
"5H, 4C, KS",K-top,13,0,7335,0.0018
"5D, KS, 4H",K-top,10,0,7313,0.0014
"5H, KS, 4H",K-top,17,0,7158,0.0024
"5D, KS, 4C",K-top,8,1,7066,0.0011
"5S, KS, 4H",K-top,11,0,7075,0.0016
"4C, KS, 5C",K-top,14,0,7181,0.0019
"5D, KH, 4S",K-top,9,0,7200,0.0012
"KD, 5C, 4D",K-top,14,0,7262,0.0019
"5D, KH, 4C",K-top,19,1,7289,0.0026
"5H, KD, 4H",K-top,9,0,7201,0.0012
"5S, KH, 4H",K-top,10,1,7312,0.0014
"5D, KD, 4C",K-top,9,1,7275,0.0012
"5S, KD, 4H",K-top,5,0,7258,0.0007
"5H, KH, 4D",K-top,9,0,7181,0.0013
"5S, KH, 4D",K-top,9,0,7399,0.0012
"5S, KS, 4D",K-top,14,0,7298,0.0019
"5H, KS, 4D",K-top,8,0,7163,0.0011
"KC, 5C, 4D",K-top,8,2,7222,0.0011
"KC, 5D, 4C",K-top,21,1,7293,0.0029
"KS, 5C, 4H",K-top,6,0,7131,0.0008
"5H, KH, 4S",K-top,10,1,7277,0.0014
"KC, 5H, 4D",K-top,16,0,7211,0.0022
"KC, 5S, 4D",K-top,10,2,7166,0.0014
"5S, KH, 4S",K-top,7,1,7195,0.001
"5S, KD, 4D",K-top,5,1,7184,0.0007
"5H, KD, 4D",K-top,10,0,7283,0.0014
"KH, 5C, 4S",K-top,14,0,7203,0.0019
"KH, 5C, 4H",K-top,10,0,7382,0.0014
"KC, 5S, 4H",K-top,8,0,7370,0.0011
"5H, KS, 4S",K-top,7,0,7295,0.001
"KC, 5D, 4S",K-top,15,0,7317,0.0021
"5D, KD, 4S",K-top,10,0,7240,0.0014
"KH, 5C, 4D",K-top,12,0,7344,0.0016
"KS, 5C, 4S",K-top,8,2,7223,0.0011
"5D, KS, 4D",K-top,11,3,7175,0.0015
"KS, 5C, 4D",K-top,9,2,7454,0.0012
"KC, 5C, 4S",K-top,5,1,7352,0.0007
"KC, 5D, 4D",K-top,11,0,7223,0.0015
"5D, KH, 4D",K-top,11,0,7291,0.0015
"KD, 5C, 4S",K-top,9,1,7229,0.0012
"KC, 5S, 4S",K-top,11,0,7172,0.0015
"5S, KD, 4S",K-top,11,0,7144,0.0015
"5H, KD, 4S",K-top,12,1,7237,0.0017
"4C, KD, 5C",K-top,8,1,7400,0.0011
"KD, 5C, 4H",K-top,11,1,7058,0.0016
"KC, 5C, 4H",K-top,13,1,7260,0.0018
"5H, 4C, KD",K-top,12,0,7259,0.0017
"5S, KD, 4C",K-top,9,1,7305,0.0012
"5D, KD, 4H",K-top,14,2,7255,0.0019
"KC, 5S, 4C",K-top,9,0,7435,0.0012
"KC, 5H, 4C",K-top,10,0,7344,0.0014
"5S, KH, 4C",K-top,12,0,7188,0.0017
"KC, 5H, 4H",K-top,17,3,7311,0.0023
"5H, 4C, KH",K-top,15,0,7297,0.0021
"5D, KH, 4H",K-top,4,0,7166,0.0006
"KC, 5H, 4S",K-top,14,0,7115,0.002
"KC, 5D, 4H",K-top,16,2,7283,0.0022
"4C, KH, 5C",K-top,8,1,7136,0.0011
"5D, KS, 4S",K-top,8,0,7275,0.0011
"KC, 5C, 3H",K-top,18,0,7091,0.0025
"KC, 5D, 3C",K-top,18,0,7386,0.0024
"5S, KH, 3C",K-top,8,2,7274,0.0011
"KC, 5H, 3C",K-top,11,0,7225,0.0015
"5S, KS, 3D",K-top,11,2,7417,0.0015
"5H, KS, 3D",K-top,6,0,7155,0.0008
"KC, 5C, 3D",K-top,5,1,7473,0.0007
"5S, KD, 3C",K-top,9,0,7325,0.0012
"KC, 5S, 3C",K-top,8,0,7282,0.0011
"5H, KH, 3C",K-top,10,0,7148,0.0014
"5H, KD, 3C",K-top,15,0,7186,0.0021
"5S, KS, 3C",K-top,8,1,7212,0.0011
"KC, 5H, 3D",K-top,13,1,7271,0.0018
"KD, 5C, 3C",K-top,19,1,7300,0.0026
"KC, 5S, 3D",K-top,13,1,7233,0.0018
"5H, KD, 3D",K-top,10,0,7150,0.0014
"5S, KD, 3D",K-top,16,0,7166,0.0022
"KC, 5S, 3S",K-top,9,0,7202,0.0012
"KC, 5H, 3S",K-top,5,0,7113,0.0007
"5H, KD, 3S",K-top,9,2,7183,0.0013
"5S, KD, 3S",K-top,12,0,7156,0.0017
"5D, KD, 3S",K-top,8,1,7174,0.0011
"5D, KS, 3H",K-top,11,0,7340,0.0015
"KH, 5C, 3D",K-top,4,1,7157,0.0006
"KD, 5C, 3S",K-top,2,0,7301,0.0003
"KH, 5C, 3S",K-top,13,1,7152,0.0018
"5D, KH, 3H",K-top,10,1,7333,0.0014
"KS, 5C, 3D",K-top,16,2,7457,0.0021
"5S, KH, 3S",K-top,13,1,7274,0.0018
"5H, KH, 3S",K-top,9,0,7364,0.0012
"KS, 5C, 3S",K-top,8,1,7112,0.0011
"KC, 5D, 3S",K-top,15,0,7122,0.0021
"5H, KS, 3S",K-top,8,0,7311,0.0011
"KC, 5C, 3S",K-top,7,1,7207,0.001
"5S, KH, 3D",K-top,15,1,7276,0.0021
"KC, 5H, 3H",K-top,11,0,7213,0.0015
"KC, 5S, 3H",K-top,15,0,7148,0.0021
"5H, KD, 3H",K-top,7,0,7318,0.001
"5S, KD, 3H",K-top,9,0,7045,0.0013
"5D, KD, 3H",K-top,8,0,7248,0.0011
"5D, KS, 3S",K-top,11,0,7225,0.0015
"KD, 5C, 3H",K-top,12,0,7394,0.0016
"5D, KD, 3C",K-top,18,1,7238,0.0025
"5D, KH, 3C",K-top,12,0,7195,0.0017
"5D, KS, 3D",K-top,14,1,7207,0.0019
"KH, 5C, 3H",K-top,6,0,7128,0.0008
"KD, 5C, 3D",K-top,9,0,7151,0.0013
"5D, KH, 3S",K-top,12,0,7236,0.0017
"KS, 5C, 3C",K-top,10,0,7243,0.0014
"5S, KH, 3H",K-top,10,0,7296,0.0014
"5S, KS, 3H",K-top,6,0,7195,0.0008
"KC, 5D, 3D",K-top,9,0,7570,0.0012
"5D, KS, 3C",K-top,15,1,7204,0.0021
"5D, KH, 3D",K-top,14,0,7092,0.002
"5H, KS, 3C",K-top,9,0,7116,0.0013
"KS, 5C, 3H",K-top,12,0,7139,0.0017
"5H, KH, 3D",K-top,14,1,7060,0.002
