,name,wins,ties,total_games,winrate
"KD, 5H, 3H",K-top,9,0,352,0.0256
"5S, 3D, KC",K-top,14,0,353,0.0397
"KH, 5S, 3D",K-top,16,0,319,0.0502
"KS, 3S, 5D",K-top,16,0,364,0.044
"KS, 5S, 3H",K-top,9,0,360,0.025
"KD, 5H, 3C",K-top,15,0,321,0.0467
"KD, 3S, 5D",K-top,14,1,343,0.0408
"KH, 3D, 5D",K-top,17,0,368,0.0462
"3D, 5D, KC",K-top,12,0,336,0.0357
"KS, 3H, 5D",K-top,17,0,346,0.0491
"KH, 3C, 5C",K-top,10,0,336,0.0298
"5H, KH, 3C",K-top,16,2,341,0.0469
"5H, 3C, KC",K-top,8,0,348,0.023
"KD, 3H, 5D",K-top,13,0,347,0.0375
"KH, 3S, 5C",K-top,12,0,344,0.0349
"5H, 3S, KC",K-top,9,0,308,0.0292
"KH, 3H, 5C",K-top,9,0,331,0.0272
"5H, 3H, KC",K-top,17,2,359,0.0474
"KH, 3D, 5C",K-top,14,0,323,0.0433
"KS, 3C, 5D",K-top,10,1,331,0.0302
"KS, 3D, 5C",K-top,10,0,334,0.0299
"5H, 3D, KC",K-top,2,0,324,0.0062
"KD, 5H, 3D",K-top,14,0,344,0.0407
"KD, 3D, 5C",K-top,10,0,354,0.0282
"KH, 5S, 3H",K-top,12,0,360,0.0333
"3S, 5D, KC",K-top,16,1,336,0.0476
"KH, 3S, 5D",K-top,12,0,329,0.0365
"5S, 3H, KC",K-top,11,0,317,0.0347
"KS, 3S, 5C",K-top,12,0,320,0.0375
"5S, 3C, KC",K-top,16,0,341,0.0469
"5H, KS, 3S",K-top,10,0,344,0.0291
"KD, 3C, 5C",K-top,3,1,324,0.0093
"KD, 5S, 3H",K-top,7,0,341,0.0205
"5H, KS, 3C",K-top,15,0,312,0.0481
"3H, 5D, KC",K-top,6,0,369,0.0163
"KH, 3H, 5D",K-top,10,1,354,0.0282
"KS, 3C, 5C",K-top,10,0,360,0.0278
"KS, 3H, 5C",K-top,9,0,340,0.0265
"5S, 3S, KC",K-top,8,0,357,0.0224
"KH, 3C, 5D",K-top,14,0,342,0.0409
"KH, 5S, 3S",K-top,18,0,333,0.0541
"KD, 5S, 3S",K-top,14,0,358,0.0391
"KS, 5S, 3D",K-top,11,2,350,0.0314
"KD, 5S, 3D",K-top,10,2,337,0.0297
"3S, 5C, KC",K-top,13,0,340,0.0382
"3D, 5C, KC",K-top,10,0,348,0.0287
"5H, KH, 3S",K-top,18,0,350,0.0514
"5H, KH, 3D",K-top,10,0,288,0.0347
"KS, 3D, 5D",K-top,13,1,344,0.0378
"KD, 5S, 3C",K-top,13,1,355,0.0366
"KS, 5S, 3C",K-top,10,0,330,0.0303
"KH, 5S, 3C",K-top,14,0,346,0.0405
"2H, 5D, KC",K-top,7,0,312,0.0224
"5H, KS, 2C",K-top,7,0,348,0.0201
"2D, KH, 5C",K-top,12,0,357,0.0336
"KS, 2C, 5C",K-top,12,0,321,0.0374
"2D, 5H, KC",K-top,13,0,355,0.0366
"KH, 5S, 2S",K-top,16,0,351,0.0456
"2D, KH, 5H",K-top,9,0,360,0.025
"5S, 2S, KC",K-top,18,0,303,0.0594
"2D, 5C, KC",K-top,9,1,318,0.0283
"KD, 5H, 2H",K-top,5,0,313,0.016
"KH, 5S, 2H",K-top,8,1,315,0.0254
"KH, 2C, 5D",K-top,11,0,304,0.0362
"KS, 2H, 5D",K-top,11,1,307,0.0358
"KD, 5S, 2S",K-top,5,0,339,0.0147
"2S, 5D, KC",K-top,11,0,328,0.0335
"KH, 2S, 5D",K-top,10,0,319,0.0313
"KS, 2S, 5C",K-top,8,1,342,0.0234
"KD, 2C, 5D",K-top,8,0,334,0.024
"2D, KS, 5S",K-top,9,0,349,0.0258
"5S, 2C, KC",K-top,5,0,328,0.0152
"KD, 5S, 2C",K-top,10,0,355,0.0282
"2D, 5S, KC",K-top,14,0,331,0.0423
"KS, 5S, 2C",K-top,7,0,314,0.0223
"2D, KD, 5C",K-top,10,0,362,0.0276
"5H, 2H, KC",K-top,10,0,334,0.0299
"KH, 2H, 5C",K-top,9,0,341,0.0264
"2H, 5C, KC",K-top,11,0,334,0.0329
"2D, KH, 5D",K-top,12,0,343,0.035
"KD, 2H, 5C",K-top,15,0,347,0.0432
"2C, 5D, KC",K-top,19,0,347,0.0548
"5H, KS, 2H",K-top,17,0,359,0.0474
"KS, 2H, 5C",K-top,14,1,340,0.0412
"2S, 5C, KC",K-top,11,0,334,0.0329
"5H, KH, 2S",K-top,9,0,337,0.0267
"5H, KS, 2S",K-top,11,0,324,0.034
"KD, 5H, 2C",K-top,10,1,312,0.0321
"KH, 2S, 5C",K-top,16,0,341,0.0469
"KH, 5S, 2C",K-top,16,0,348,0.046
"KH, 2H, 5D",K-top,9,0,343,0.0262
"KD, 2S, 5C",K-top,8,0,365,0.0219
"KS, 2C, 5D",K-top,9,0,328,0.0274
"KD, 5H, 2S",K-top,6,0,325,0.0185
"2D, 5S, KD",K-top,12,0,305,0.0393
"KD, 2H, 5D",K-top,17,0,311,0.0547
"2D, KS, 5D",K-top,10,0,327,0.0306
"5S, 2H, KC",K-top,11,0,350,0.0314
"2D, KH, 5S",K-top,8,2,362,0.0221
"KD, 5S, 2H",K-top,10,0,345,0.029
"KS, 2S, 5D",K-top,7,0,319,0.0219
"2D, 5D, KC",K-top,15,0,345,0.0435
"KS, 5S, 2H",K-top,4,0,342,0.0117
"KD, 2S, 5D",K-top,12,0,375,0.032
"KH, 2C, 5C",K-top,6,0,333,0.018
"5H, KS, 2D",K-top,17,0,363,0.0468
"5H, KH, 2C",K-top,14,1,327,0.0428
"2D, KS, 5C",K-top,13,0,362,0.0359
"5H, 2C, KC",K-top,15,1,307,0.0489
"5H, 2S, KC",K-top,15,0,332,0.0452
"2D, 5H, KD",K-top,11,0,349,0.0315
"KD, 2C, 5C",K-top,9,0,347,0.0259
"KD, 4H, 3D",K-top,13,0,330,0.0394
"KH, 4C, 3D",K-top,12,0,356,0.0337
"KS, 4H, 3D",K-top,14,1,354,0.0395
"KC, 4C, 3D",K-top,6,0,303,0.0198
"KD, 4C, 3D",K-top,12,0,344,0.0349
"KS, 3S, 4D",K-top,19,0,365,0.0521
"KD, 3H, 4H",K-top,4,0,323,0.0124
"KS, 3H, 4D",K-top,14,0,360,0.0389
"KS, 3C, 4C",K-top,12,1,327,0.0367
"3C, 4H, KC",K-top,13,0,343,0.0379
"3H, 4H, KC",K-top,13,0,352,0.0369
"KS, 3H, 4C",K-top,11,0,355,0.031
"KH, 3D, 4D",K-top,11,1,329,0.0334
"3D, 4D, KC",K-top,8,1,340,0.0235
"KD, 4H, 3S",K-top,14,0,370,0.0378
"KD, 3H, 4C",K-top,20,0,342,0.0585
"KH, 3C, 4S",K-top,12,0,357,0.0336
"KS, 3S, 4C",K-top,15,0,320,0.0469
"4H, 3S, KC",K-top,9,0,332,0.0271
"KH, 4H, 3S",K-top,9,0,318,0.0283
"KH, 3D, 4S",K-top,11,0,323,0.0341
"3D, 4S, KC",K-top,12,0,359,0.0334
"KD, 3S, 4C",K-top,17,0,367,0.0463
"KH, 3C, 4D",K-top,4,0,324,0.0123
"KD, 3D, 4S",K-top,11,1,322,0.0342
"KS, 3C, 4D",K-top,15,0,340,0.0441
"KH, 3C, 4C",K-top,6,0,358,0.0168
"KD, 3H, 4S",K-top,5,0,345,0.0145
"KS, 3D, 4S",K-top,14,0,339,0.0413
"KD, 3C, 4D",K-top,12,1,333,0.036
"KD, 3S, 4S",K-top,9,1,348,0.0259
"KS, 3C, 4S",K-top,8,0,330,0.0242
"3H, 4C, KC",K-top,10,0,340,0.0294
"KS, 4H, 3H",K-top,7,0,385,0.0182
"KH, 3H, 4C",K-top,8,0,358,0.0223
"KD, 3C, 4S",K-top,12,1,328,0.0366
"KH, 4H, 3D",K-top,12,0,341,0.0352
"KS, 3D, 4D",K-top,11,1,368,0.0299
"4H, 3D, KC",K-top,6,0,363,0.0165
"KS, 4C, 3D",K-top,11,0,359,0.0306
"KD, 3S, 4D",K-top,9,0,334,0.0269
"3C, 4S, KC",K-top,10,0,332,0.0301
"3S, 4C, KC",K-top,14,0,369,0.0379
"KS, 4H, 3S",K-top,16,0,340,0.0471
"KH, 3S, 4C",K-top,12,0,354,0.0339
"3S, 4D, KC",K-top,11,0,333,0.033
"KH, 3S, 4D",K-top,14,0,358,0.0391
"3H, 4S, KC",K-top,10,0,319,0.0313
"KD, 3H, 4D",K-top,5,0,301,0.0166
"KD, 3C, 4C",K-top,12,0,361,0.0332
"KH, 3H, 4S",K-top,7,0,321,0.0218
"3C, 4D, KC",K-top,8,0,331,0.0242
"KH, 3C, 4H",K-top,7,1,331,0.0211
"3H, 4D, KC",K-top,14,0,311,0.045
"KS, 4H, 3C",K-top,7,1,348,0.0201
"KH, 3H, 4D",K-top,11,1,353,0.0312
"3S, 4S, KC",K-top,7,0,310,0.0226
"KH, 3S, 4S",K-top,14,0,371,0.0377
"KS, 3H, 4S",K-top,10,0,352,0.0284
"KD, 3C, 4H",K-top,12,0,286,0.042
"KD, 2C, 4S",K-top,11,0,346,0.0318
"KS, 2C, 4D",K-top,8,0,344,0.0233
"2D, 4D, KC",K-top,11,0,338,0.0325
"2D, KH, 4H",K-top,15,0,388,0.0387
"2S, 4C, KC",K-top,13,0,327,0.0398
"KS, 2S, 4H",K-top,5,0,311,0.0161
"KH, 2S, 4C",K-top,13,0,334,0.0389
"KD, 2C, 4D",K-top,9,1,366,0.0246
"2D, 4H, KD",K-top,11,0,341,0.0323
"KS, 4H, 2H",K-top,4,0,314,0.0127
"2H, 4C, KC",K-top,10,0,341,0.0293
"2C, 4D, KC",K-top,8,0,344,0.0233
"2D, KS, 4D",K-top,6,0,323,0.0186
"2D, KH, 4C",K-top,9,0,318,0.0283
"KD, 4H, 2H",K-top,7,0,361,0.0194
"2S, 4S, KC",K-top,8,0,336,0.0238
"KH, 2C, 4C",K-top,8,0,352,0.0227
"KD, 2S, 4D",K-top,11,1,313,0.0351
"KS, 2H, 4C",K-top,16,0,344,0.0465
"KC, 4H, 2H",K-top,9,0,361,0.0249
"KH, 2S, 4S",K-top,10,0,331,0.0302
"2D, KS, 4S",K-top,11,1,363,0.0303
"2C, 4S, KC",K-top,7,0,325,0.0215
"KH, 2H, 4D",K-top,9,0,301,0.0299
"2S, 4D, KC",K-top,10,0,341,0.0293
"KD, 2C, 4C",K-top,10,0,345,0.029
"KH, 2S, 4D",K-top,9,0,333,0.027
"KH, 2C, 4H",K-top,17,0,389,0.0437
"KH, 2H, 4S",K-top,8,0,328,0.0244
"KS, 2H, 4S",K-top,13,0,361,0.036
"2D, KS, 4C",K-top,15,0,368,0.0408
"2D, 4H, KC",K-top,14,0,359,0.039
"KD, 2H, 4S",K-top,6,0,306,0.0196
"2D, 4C, KD",K-top,17,0,337,0.0504
"2D, KH, 4S",K-top,11,1,329,0.0334
"KS, 2H, 4D",K-top,9,0,370,0.0243
"2D, 4C, KC",K-top,10,0,345,0.029
"2D, KS, 4H",K-top,11,1,303,0.0363
"KD, 2H, 4D",K-top,10,0,317,0.0315
"KS, 2C, 4H",K-top,12,0,327,0.0367
"KD, 2S, 4H",K-top,13,0,357,0.0364
"2D, KH, 4D",K-top,13,0,334,0.0389
"2H, 4D, KC",K-top,12,0,352,0.0341
"KS, 2S, 4D",K-top,11,0,350,0.0314
"KD, 2C, 4H",K-top,7,0,325,0.0215
"KS, 2S, 4C",K-top,12,0,339,0.0354
"2S, 4H, KC",K-top,10,0,322,0.0311
"KH, 2S, 4H",K-top,10,0,360,0.0278
"KH, 2H, 4C",K-top,16,0,354,0.0452
"2C, 4H, KC",K-top,8,1,338,0.0237
"KH, 2C, 4D",K-top,12,0,318,0.0377
"KD, 2S, 4C",K-top,9,0,321,0.028
"KS, 2C, 4C",K-top,9,0,341,0.0264
"2H, 4S, KC",K-top,5,0,343,0.0146
"KD, 2H, 4C",K-top,6,0,329,0.0182
"2D, KD, 4S",K-top,13,0,340,0.0382
"KH, 2C, 4S",K-top,12,0,323,0.0372
"2D, 4S, KC",K-top,15,0,308,0.0487
"KS, 2C, 4S",K-top,9,0,325,0.0277
"KD, 2S, 4S",K-top,4,0,345,0.0116
"KH, 2S, 3S",K-top,21,0,340,0.0618
"2S, 3S, KC",K-top,11,0,340,0.0324
"KD, 2H, 3S",K-top,12,0,343,0.035
"KS, 2S, 3H",K-top,12,0,361,0.0332
"KD, 2C, 3D",K-top,1,1,325,0.0031
"3H, 2H, KC",K-top,6,1,340,0.0176
"KD, 2S, 3S",K-top,8,0,327,0.0245
"KS, 2C, 3S",K-top,12,0,352,0.0341
"2D, 3S, KC",K-top,7,0,323,0.0217
"KD, 2C, 3C",K-top,15,1,338,0.0444
"KS, 2S, 3C",K-top,13,0,358,0.0363
"KD, 3H, 2H",K-top,16,0,311,0.0514
"2D, KH, 3C",K-top,17,1,347,0.049
"2D, 3C, KC",K-top,10,0,328,0.0305
"KS, 2C, 3C",K-top,8,0,376,0.0213
"KD, 2S, 3H",K-top,5,0,333,0.015
"KS, 2C, 3H",K-top,11,0,338,0.0325
"2D, 3C, KD",K-top,12,0,359,0.0334
"2S, 3C, KC",K-top,11,0,358,0.0307
"KH, 3C, 2H",K-top,10,1,310,0.0323
"KC, 3C, 2H",K-top,11,0,346,0.0318
"2D, 3H, KD",K-top,11,0,328,0.0335
"2S, 3D, KC",K-top,14,0,370,0.0378
"KH, 2S, 3D",K-top,13,0,344,0.0378
"KH, 2H, 3S",K-top,7,0,336,0.0208
"2D, KS, 3D",K-top,10,0,283,0.0353
"2D, KS, 3H",K-top,18,1,355,0.0507
"2C, 3D, KC",K-top,15,0,360,0.0417
"2D, KH, 3H",K-top,10,0,332,0.0301
"2D, 3S, KD",K-top,17,0,314,0.0541
"KS, 2S, 3D",K-top,12,0,333,0.036
"2C, 3S, KC",K-top,12,0,329,0.0365
"KH, 2H, 3D",K-top,7,0,345,0.0203
"2D, KS, 3S",K-top,10,0,317,0.0315
"2D, KH, 3S",K-top,18,0,336,0.0536
"KS, 2H, 3D",K-top,9,0,336,0.0268
"KD, 2C, 3S",K-top,15,0,358,0.0419
"KD, 2H, 3D",K-top,11,0,321,0.0343
"KD, 2S, 3C",K-top,8,0,338,0.0237
"2C, 3H, KC",K-top,7,0,337,0.0208
"2D, KH, 3D",K-top,10,0,332,0.0301
"KS, 2H, 3S",K-top,4,0,322,0.0124
"KD, 3C, 2H",K-top,10,0,302,0.0331
"KD, 2C, 3H",K-top,5,1,328,0.0152
"KH, 2S, 3C",K-top,9,0,342,0.0263
"KS, 3C, 2H",K-top,9,0,327,0.0275
"KS, 3H, 2H",K-top,3,0,351,0.0085
"KD, 2S, 3D",K-top,9,0,335,0.0269
"KH, 2C, 3C",K-top,17,0,336,0.0506
"2D, KS, 3C",K-top,4,0,327,0.0122
"KH, 2C, 3S",K-top,11,0,341,0.0323
"2H, 3D, KC",K-top,3,0,314,0.0096
"KH, 2S, 3H",K-top,9,0,342,0.0263
"2S, 3H, KC",K-top,11,1,343,0.0321
"KH, 2C, 3H",K-top,12,0,327,0.0367
"2H, 3S, KC",K-top,5,0,328,0.0152
"KH, 2C, 3D",K-top,14,0,315,0.0444
"2D, 3D, KC",K-top,20,0,331,0.0604
"KS, 2C, 3D",K-top,14,0,360,0.0389
"2D, 3H, KC",K-top,12,0,343,0.035
"9S, QD, JS",Q-top,6,0,338,0.0178
"QD, JC, 9D",Q-top,7,0,338,0.0207
"QS, JS, 9H",Q-top,8,0,342,0.0234
"QD, JS, 9H",Q-top,6,0,350,0.0171
"JH, 9C, QH",Q-top,9,0,364,0.0247
"QC, JD, 9D",Q-top,6,0,351,0.0171
"QH, JD, 9H",Q-top,6,0,328,0.0183
"QH, JD, 9D",Q-top,10,0,351,0.0285
"JH, QS, 9D",Q-top,9,0,383,0.0235
"JH, QD, 9H",Q-top,7,0,371,0.0189
"JH, QD, 9D",Q-top,11,0,337,0.0326
"9S, QH, JC",Q-top,11,0,365,0.0301
"9C, QH, JD",Q-top,7,0,336,0.0208
"JS, 9D, QH",Q-top,8,0,338,0.0237
"JS, QC, 9H",Q-top,7,0,317,0.0221
"9S, JS, QH",Q-top,8,0,350,0.0229
"9H, QC, JC",Q-top,6,0,354,0.0169
"QH, 9D, JC",Q-top,4,0,319,0.0125
"9H, QC, JD",Q-top,8,0,318,0.0252
"JH, QS, 9H",Q-top,7,0,361,0.0194
"9C, QH, JC",Q-top,7,0,371,0.0189
"9S, QH, JD",Q-top,5,0,346,0.0145
"9S, QS, JH",Q-top,4,0,311,0.0129
"9S, QD, JH",Q-top,3,0,336,0.0089
"9S, QC, JD",Q-top,6,0,368,0.0163
"JH, 9H, QC",Q-top,7,1,341,0.0205
"QS, 9H, JD",Q-top,5,0,362,0.0138
"QD, 9H, JC",Q-top,5,0,349,0.0143
"QS, 9H, JC",Q-top,8,0,354,0.0226
"QD, JD, 9C",Q-top,8,1,356,0.0225
"9S, QD, JC",Q-top,7,0,313,0.0224
"QD, JS, 9D",Q-top,8,0,336,0.0238
"9C, JS, QH",Q-top,10,0,328,0.0305
"JS, QC, 9D",Q-top,8,0,354,0.0226
"9S, JC, QC",Q-top,6,0,346,0.0173
"JH, QS, 9C",Q-top,6,0,327,0.0183
"QD, 9H, JD",Q-top,4,0,299,0.0134
"QS, JD, 9D",Q-top,4,1,328,0.0122
"JH, QC, 9D",Q-top,4,0,332,0.012
"9C, QC, JD",Q-top,5,0,347,0.0144
"JH, QH, 9D",Q-top,4,0,282,0.0142
"JH, 9C, QC",Q-top,0,0,344,0.0
"9S, QS, JC",Q-top,5,0,391,0.0128
"QS, JS, 9D",Q-top,6,0,316,0.019
"QS, JD, 9C",Q-top,7,0,320,0.0219
"9H, QH, JC",Q-top,8,0,326,0.0245
"9C, JS, QC",Q-top,11,0,338,0.0325
"9H, JS, QH",Q-top,4,0,380,0.0105
"JH, QD, 9C",Q-top,6,0,326,0.0184
"QS, JC, 9D",Q-top,6,1,330,0.0182
"QS, JC, 9C",Q-top,14,0,352,0.0398
"9S, QS, JD",Q-top,4,0,369,0.0108
"QD, JC, 9C",Q-top,6,0,336,0.0179
"JC, QC, 9D",Q-top,4,0,384,0.0104
"9S, QH, JH",Q-top,10,0,319,0.0313
"9S, JS, QC",Q-top,7,1,345,0.0203
"9S, QC, JH",Q-top,5,0,335,0.0149
"9S, QD, JD",Q-top,10,0,356,0.0281
"9C, JS, QD",Q-top,11,0,306,0.0359
"QS, JS, 9C",Q-top,7,0,363,0.0193
"8S, QH, JD",Q-top,6,0,355,0.0169
"QH, JC, 8D",Q-top,6,0,334,0.018
"8H, QH, JC",Q-top,6,0,329,0.0182
"8S, QD, JS",Q-top,6,0,367,0.0163
"8S, QH, JH",Q-top,9,0,326,0.0276
"JS, 8C, QH",Q-top,8,0,350,0.0229
"QH, JD, 8C",Q-top,6,0,309,0.0194
"8C, QC, JD",Q-top,6,0,329,0.0182
"JC, QH, 8C",Q-top,5,0,341,0.0147
"JH, QS, 8C",Q-top,5,0,351,0.0142
"QS, JS, 8H",Q-top,5,0,313,0.016
"JH, QH, 8D",Q-top,8,0,332,0.0241
"JH, QC, 8D",Q-top,6,0,332,0.0181
"QS, JD, 8D",Q-top,5,0,337,0.0148
"8S, JS, QH",Q-top,8,0,351,0.0228
"JS, QH, 8D",Q-top,5,1,356,0.014
"QD, JS, 8H",Q-top,13,0,328,0.0396
"8S, QC, JD",Q-top,5,1,359,0.0139
"8S, QH, JC",Q-top,10,0,327,0.0306
"8S, QS, JH",Q-top,10,0,369,0.0271
"8S, JC, QC",Q-top,5,0,357,0.014
"JH, QD, 8C",Q-top,2,0,332,0.006
"JH, QH, 8C",Q-top,7,0,353,0.0198
"8H, QH, JD",Q-top,11,0,356,0.0309
"QS, 8C, JC",Q-top,8,1,330,0.0242
"QD, 8C, JC",Q-top,8,0,369,0.0217
"QD, JC, 8D",Q-top,8,0,323,0.0248
"QS, JC, 8D",Q-top,4,0,378,0.0106
"8S, QD, JD",Q-top,5,0,341,0.0147
"8S, JS, QC",Q-top,6,0,295,0.0203
"QD, JC, 8H",Q-top,3,0,366,0.0082
"JH, QD, 8D",Q-top,6,0,342,0.0175
"8S, QD, JH",Q-top,7,0,337,0.0208
"JC, QC, 8D",Q-top,6,0,351,0.0171
"JH, 8C, QC",Q-top,6,0,356,0.0169
"8S, QS, JC",Q-top,6,0,333,0.018
"8S, QD, JC",Q-top,4,0,313,0.0128
"8S, QC, JH",Q-top,10,0,362,0.0276
"QD, 8C, JD",Q-top,7,0,301,0.0233
"8S, QS, JD",Q-top,5,1,319,0.0157
"JS, QC, 8D",Q-top,12,0,341,0.0352
"JS, QC, 8C",Q-top,7,0,356,0.0197
"QS, 8H, JD",Q-top,11,0,340,0.0324
"QD, 8H, JD",Q-top,3,0,310,0.0097
"QS, JC, 8H",Q-top,7,1,315,0.0222
"JH, 8H, QC",Q-top,11,0,322,0.0342
"JH, QS, 8D",Q-top,6,0,329,0.0182
"8H, JS, QC",Q-top,7,0,341,0.0205
"QH, JD, 8D",Q-top,6,0,354,0.0169
"QC, JD, 8D",Q-top,7,0,343,0.0204
"8H, JC, QC",Q-top,10,0,327,0.0306
"JH, QD, 8H",Q-top,8,0,323,0.0248
"JH, QS, 8H",Q-top,4,0,324,0.0123
"QD, JS, 8C",Q-top,13,0,373,0.0349
"8H, QC, JD",Q-top,6,0,379,0.0158
"QD, JS, 8D",Q-top,10,1,355,0.0282
"QS, JS, 8D",Q-top,8,0,315,0.0254
"QS, JS, 8C",Q-top,11,0,315,0.0349
"QS, 8C, JD",Q-top,7,0,315,0.0222
"8H, JS, QH",Q-top,8,0,334,0.024
"JC, QC, 7D",Q-top,3,1,336,0.0089
"QH, JD, 7H",Q-top,5,0,335,0.0149
"JS, QH, 7D",Q-top,5,0,350,0.0143
"JH, QD, 7S",Q-top,6,0,334,0.018
"JS, QH, 7C",Q-top,7,0,330,0.0212
"JS, QC, 7H",Q-top,12,0,347,0.0346
"QS, JD, 7C",Q-top,11,0,301,0.0365
"JH, QC, 7C",Q-top,1,0,331,0.003
"7S, QD, JS",Q-top,13,0,326,0.0399
"JH, QH, 7C",Q-top,1,0,319,0.0031
"JH, 7S, QC",Q-top,8,0,311,0.0257
"QS, JS, 7H",Q-top,6,0,342,0.0175
"QD, 7S, JD",Q-top,5,0,342,0.0146
"QC, JD, 7H",Q-top,6,0,349,0.0172
"JH, QS, 7H",Q-top,7,0,378,0.0185
"7S, QC, JC",Q-top,7,0,337,0.0208
"JH, QD, 7H",Q-top,7,0,356,0.0197
"JC, 7S, QH",Q-top,10,0,357,0.028
"JH, QS, 7S",Q-top,12,0,336,0.0357
"7S, QC, JD",Q-top,7,0,356,0.0197
"QS, JC, 7H",Q-top,10,0,326,0.0307
"QH, JC, 7C",Q-top,7,0,347,0.0202
"JC, QC, 7H",Q-top,9,0,372,0.0242
"QH, JC, 7D",Q-top,9,0,337,0.0267
"JS, QC, 7D",Q-top,8,0,352,0.0227
"QC, JD, 7D",Q-top,7,0,323,0.0217
"QD, JD, 7H",Q-top,5,1,384,0.013
"QS, JD, 7H",Q-top,10,0,339,0.0295
"JH, QC, 7H",Q-top,10,1,381,0.0262
"QD, JC, 7H",Q-top,9,0,342,0.0263
"JH, 7S, QH",Q-top,6,0,358,0.0168
"QS, JS, 7C",Q-top,5,0,329,0.0152
"QD, JS, 7C",Q-top,11,0,343,0.0321
"QD, JS, 7D",Q-top,7,0,320,0.0219
"QH, JD, 7C",Q-top,7,0,337,0.0208
"JS, 7S, QC",Q-top,14,0,373,0.0375
"JH, QS, 7C",Q-top,9,1,351,0.0256
"QC, JD, 7C",Q-top,4,0,352,0.0114
"JS, 7H, QH",Q-top,4,0,323,0.0124
"JS, QC, 7C",Q-top,10,0,350,0.0286
"7S, JD, QH",Q-top,8,0,319,0.0251
"QS, JC, 7D",Q-top,6,0,301,0.0199
"JH, QH, 7D",Q-top,7,0,345,0.0203
"QS, JD, 7D",Q-top,5,0,307,0.0163
"JH, QC, 7D",Q-top,8,0,332,0.0241
"QS, JS, 7D",Q-top,6,0,346,0.0173
"QH, 7H, JC",Q-top,4,0,328,0.0122
"JH, QD, 7C",Q-top,3,0,355,0.0085
"7S, JS, QH",Q-top,11,1,330,0.0333
"QD, JD, 7C",Q-top,4,0,332,0.012
"QD, JC, 7D",Q-top,7,0,326,0.0215
"QS, JC, 7C",Q-top,7,0,359,0.0195
"QD, JC, 7C",Q-top,8,0,352,0.0227
"QD, JS, 7H",Q-top,5,1,339,0.0147
"QS, 7S, JD",Q-top,7,0,347,0.0202
"QD, 7S, JC",Q-top,6,0,340,0.0176
"QS, 7S, JC",Q-top,7,0,328,0.0213
"JH, QS, 7D",Q-top,6,0,306,0.0196
"JH, QD, 7D",Q-top,6,0,335,0.0179
"QH, JD, 7D",Q-top,6,0,333,0.018
"JS, QC, 6H",Q-top,3,0,330,0.0091
"QH, JC, 6H",Q-top,6,0,322,0.0186
"6S, QC, JC",Q-top,10,0,351,0.0285
"QS, JC, 6D",Q-top,8,0,336,0.0238
"QS, 6S, JC",Q-top,8,0,321,0.0249
"QH, 6C, JC",Q-top,6,0,359,0.0167
"JH, QD, 6C",Q-top,2,0,328,0.0061
"JS, 6D, QH",Q-top,7,0,318,0.022
"JH, QH, 6C",Q-top,8,0,362,0.0221
"QD, JD, 6C",Q-top,4,0,347,0.0115
"JS, 6C, QH",Q-top,7,0,338,0.0207
"JH, QH, 6D",Q-top,8,0,357,0.0224
"QS, 6S, JD",Q-top,10,0,329,0.0304
"QD, 6S, JD",Q-top,2,0,339,0.0059
"JH, 6S, QH",Q-top,7,0,341,0.0205
"QH, JD, 6D",Q-top,4,0,345,0.0116
"JH, 6S, QC",Q-top,6,0,348,0.0172
"JS, 6S, QC",Q-top,9,0,346,0.026
"JS, QH, 6H",Q-top,4,0,337,0.0119
"JH, QC, 6C",Q-top,10,0,343,0.0292
"JC, QC, 6H",Q-top,4,0,325,0.0123
"QH, JD, 6H",Q-top,4,0,328,0.0122
"JS, QC, 6D",Q-top,8,0,315,0.0254
"QC, JD, 6H",Q-top,8,0,329,0.0243
"JH, QS, 6H",Q-top,12,0,326,0.0368
"QS, JD, 6C",Q-top,7,0,319,0.0219
"JH, QD, 6H",Q-top,6,0,337,0.0178
"QD, 6S, JS",Q-top,8,0,344,0.0233
"QD, JC, 6H",Q-top,8,0,331,0.0242
"JC, QH, 6D",Q-top,9,0,341,0.0264
"JC, QC, 6D",Q-top,7,0,331,0.0211
"JC, 6S, QH",Q-top,5,0,353,0.0142
"QS, JC, 6C",Q-top,7,0,320,0.0219
"QD, JC, 6C",Q-top,8,0,329,0.0243
"QS, JS, 6H",Q-top,4,0,360,0.0111
"QS, JD, 6H",Q-top,9,0,334,0.0269
"JH, QC, 6H",Q-top,1,0,325,0.0031
"QD, JD, 6H",Q-top,10,0,342,0.0292
"QS, JC, 6H",Q-top,4,0,333,0.012
"JH, QS, 6C",Q-top,10,0,334,0.0299
"QS, JS, 6D",Q-top,7,0,322,0.0217
"JD, QC, 6C",Q-top,9,0,355,0.0254
"6S, JS, QH",Q-top,11,0,357,0.0308
"QD, JS, 6C",Q-top,7,0,342,0.0205
"JH, QS, 6D",Q-top,9,0,345,0.0261
"QC, JD, 6D",Q-top,6,0,357,0.0168
"QS, JS, 6C",Q-top,10,0,343,0.0292
"JH, QD, 6D",Q-top,6,0,313,0.0192
"6S, JD, QH",Q-top,9,0,341,0.0264
"JH, QD, 6S",Q-top,14,0,333,0.042
"JH, QS, 6S",Q-top,2,0,338,0.0059
"6S, QC, JD",Q-top,6,0,310,0.0194
"QD, JS, 6H",Q-top,9,0,345,0.0261
