,name,wins,ties,total_games,winrate
"KS, 9H, AD",A-top,113,1,336,0.3363
"9S, AC, KC",A-top,107,2,320,0.3344
"9S, KH, AC",A-top,110,0,357,0.3081
"KD, 9D, AH",A-top,114,1,335,0.3403
"9H, AC, KC",A-top,96,1,340,0.2824
"KD, 9H, AD",A-top,90,0,336,0.2679
"KH, 9H, AC",A-top,95,0,344,0.2762
"KD, 9C, AH",A-top,97,2,347,0.2795
"9D, AH, KC",A-top,114,4,381,0.2992
"9H, AH, KC",A-top,104,2,334,0.3114
"AD, 9C, KC",A-top,101,1,356,0.2837
"KD, 9C, AC",A-top,98,1,315,0.3111
"9S, KS, AC",A-top,86,3,325,0.2646
"9S, KS, AH",A-top,105,1,328,0.3201
"KS, AS, 9C",A-top,119,0,380,0.3132
"KS, 9C, AD",A-top,83,1,326,0.2546
"KS, AS, 9D",A-top,98,1,362,0.2707
"9S, KS, AD",A-top,108,1,344,0.314
"9C, AS, KC",A-top,107,0,349,0.3066
"AD, 9H, KC",A-top,106,1,348,0.3046
"KH, 9H, AD",A-top,83,1,335,0.2478
"KS, 9D, AD",A-top,101,0,342,0.2953
"KD, 9H, AH",A-top,90,1,303,0.297
"KS, 9D, AH",A-top,94,0,341,0.2757
"KS, 9H, AH",A-top,113,1,348,0.3247
"KH, 9H, AS",A-top,113,2,353,0.3201
"9H, AS, KC",A-top,91,0,339,0.2684
"KS, 9D, AC",A-top,106,0,372,0.2849
"KS, 9C, AC",A-top,117,1,346,0.3382
"9S, AH, KC",A-top,122,1,362,0.337
"KD, 8H, AD",A-top,94,1,330,0.2848
"KH, 8C, AS",A-top,98,1,331,0.2961
"8C, AH, KC",A-top,81,1,325,0.2492
"8C, AS, KC",A-top,92,1,348,0.2644
"8H, AS, KH",A-top,97,1,339,0.2861
"KD, 8C, AD",A-top,112,2,354,0.3164
"KD, 8C, AH",A-top,108,0,353,0.3059
"KD, 8C, AS",A-top,98,0,330,0.297
"KD, 8H, AC",A-top,105,2,345,0.3043
"AD, 8C, KC",A-top,105,0,331,0.3172
"KD, 8C, AC",A-top,84,0,334,0.2515
"KH, 8C, AD",A-top,99,1,331,0.2991
"KD, 8H, AH",A-top,85,1,323,0.2632
"AC, 8H, KH",A-top,104,1,344,0.3023
"AS, 8D, KC",A-top,118,1,357,0.3305
"8S, KH, AS",A-top,93,3,335,0.2776
"KH, AS, 8D",A-top,96,0,323,0.2972
"8S, AH, KC",A-top,105,1,334,0.3144
"8D, AH, KC",A-top,110,0,367,0.2997
"8S, KH, AH",A-top,113,0,327,0.3456
"8H, AH, KC",A-top,127,1,363,0.3499
"AC, KH, 8D",A-top,109,2,347,0.3141
"8S, KH, AC",A-top,96,2,367,0.2616
"AC, 8D, KC",A-top,80,2,318,0.2516
"8S, KD, AH",A-top,90,1,324,0.2778
"8S, KD, AD",A-top,101,1,348,0.2902
"8H, KH, AD",A-top,99,0,318,0.3113
"KH, 8D, AD",A-top,100,2,350,0.2857
"8S, AD, KC",A-top,100,0,328,0.3049
"8S, KD, AC",A-top,97,3,350,0.2771
"AC, KD, 8D",A-top,87,1,320,0.2719
"AD, 8D, KC",A-top,85,0,333,0.2553
"KD, 8H, AS",A-top,97,1,347,0.2795
"AC, KS, 8D",A-top,67,2,288,0.2326
"KH, 8C, AH",A-top,97,1,336,0.2887
"8H, AS, KC",A-top,89,1,317,0.2808
"KH, 8C, AC",A-top,98,0,345,0.2841
"KS, 8C, AD",A-top,107,4,349,0.3066
"KS, 8H, AD",A-top,87,1,342,0.2544
"KS, 8C, AC",A-top,88,1,324,0.2716
"KS, 8H, AH",A-top,117,0,318,0.3679
"KS, 8C, AH",A-top,105,0,348,0.3017
"KS, 8C, AS",A-top,113,1,339,0.3333
"8S, AC, KC",A-top,105,0,366,0.2869
"KS, 8H, AC",A-top,96,0,322,0.2981
"8S, KS, AD",A-top,96,2,370,0.2595
"KS, 8D, AD",A-top,94,0,321,0.2928
"8S, KS, AC",A-top,111,0,338,0.3284
"8H, AC, KC",A-top,87,2,340,0.2559
"KS, 8H, AS",A-top,97,2,336,0.2887
"8S, AS, KC",A-top,108,1,388,0.2784
"KH, 8D, AH",A-top,104,0,330,0.3152
"KS, 8D, AH",A-top,98,2,349,0.2808
"8S, KS, AH",A-top,109,0,349,0.3123
"KS, AS, 8D",A-top,106,0,349,0.3037
"8S, AS, KD",A-top,102,1,319,0.3197
"KD, AS, 8D",A-top,96,0,345,0.2783
"KD, 8D, AH",A-top,94,1,342,0.2749
"AD, 8H, KC",A-top,98,2,335,0.2925
"8S, KH, AD",A-top,96,1,340,0.2824
"AC, KS, 7C",A-top,102,0,363,0.281
"KH, 7D, AD",A-top,95,1,344,0.2762
"AD, 7D, KC",A-top,91,1,345,0.2638
"AD, 7C, KC",A-top,88,1,314,0.2803
"AC, KD, 7C",A-top,88,1,340,0.2588
"KH, 7C, AD",A-top,98,0,319,0.3072
"KD, AS, 7D",A-top,104,1,362,0.2873
"KD, 7H, AS",A-top,99,1,370,0.2676
"AC, KH, 7C",A-top,89,1,321,0.2773
"KH, AC, 7D",A-top,98,0,347,0.2824
"KS, 7H, AS",A-top,105,2,353,0.2975
"7D, AC, KC",A-top,105,0,345,0.3043
"KH, AS, 7C",A-top,96,0,366,0.2623
"KC, AH, 7C",A-top,110,1,354,0.3107
"AS, 7C, KC",A-top,103,1,366,0.2814
"KH, 7S, AD",A-top,83,0,291,0.2852
"KH, AH, 7D",A-top,119,0,353,0.3371
"AC, KD, 7D",A-top,121,1,359,0.337
"KS, 7H, AD",A-top,75,1,335,0.2239
"KD, AH, 7D",A-top,85,0,315,0.2698
"KS, 7S, AH",A-top,113,0,360,0.3139
"KD, 7H, AD",A-top,106,2,336,0.3155
"KD, 7S, AH",A-top,98,0,343,0.2857
"AS, 7D, KC",A-top,98,2,348,0.2816
"KS, 7H, AC",A-top,83,0,324,0.2562
"KH, AS, 7D",A-top,108,0,346,0.3121
"7S, AH, KC",A-top,103,0,337,0.3056
"KH, 7S, AS",A-top,118,2,352,0.3352
"KH, 7S, AH",A-top,106,0,339,0.3127
"KD, 7H, AC",A-top,94,0,332,0.2831
"7S, AC, KC",A-top,109,0,347,0.3141
"KD, AH, 7C",A-top,93,1,344,0.2703
"KD, AS, 7C",A-top,110,0,336,0.3274
"KS, AS, 7D",A-top,101,0,345,0.2928
"7H, AC, KC",A-top,95,0,329,0.2888
"KH, 7H, AC",A-top,110,0,362,0.3039
"KS, AH, 7C",A-top,107,1,355,0.3014
"KS, AS, 7C",A-top,97,0,335,0.2896
"KH, 7C, AH",A-top,103,1,351,0.2934
"7H, AH, KC",A-top,93,1,331,0.281
"7D, AH, KC",A-top,104,0,340,0.3059
"AD, 7H, KC",A-top,102,0,342,0.2982
"KH, 7H, AD",A-top,75,2,309,0.2427
"KS, 7C, AD",A-top,104,1,341,0.305
"KS, AH, 7D",A-top,124,0,349,0.3553
"KD, 7C, AD",A-top,88,1,301,0.2924
"KD, 7S, AS",A-top,86,0,304,0.2829
"KH, 7H, AS",A-top,102,1,341,0.2991
"AS, 7H, KC",A-top,95,1,334,0.2844
"KS, AC, 7D",A-top,89,4,312,0.2853
"KD, 7S, AC",A-top,97,1,333,0.2913
"AD, 7S, KC",A-top,86,0,331,0.2598
"7S, AS, KC",A-top,84,1,295,0.2847
"KS, 7S, AC",A-top,115,2,353,0.3258
"KD, 7S, AD",A-top,90,0,331,0.2719
"KH, 7S, AC",A-top,112,3,341,0.3284
"KD, 7H, AH",A-top,81,1,304,0.2664
"KS, 7D, AD",A-top,115,1,365,0.3151
"KS, 7S, AD",A-top,106,0,349,0.3037
"KS, 7H, AH",A-top,108,0,371,0.2911
"KS, 6S, AC",A-top,88,0,344,0.2558
"KH, AS, 6H",A-top,96,1,333,0.2883
"KD, 6D, AC",A-top,98,3,351,0.2792
"AS, 6H, KC",A-top,102,0,324,0.3148
"KS, 6S, AH",A-top,113,0,354,0.3192
"KD, 6H, AD",A-top,109,2,376,0.2899
"KS, 6D, AD",A-top,96,0,345,0.2783
"KD, 6H, AH",A-top,100,0,351,0.2849
"KS, 6S, AD",A-top,108,0,369,0.2927
"KS, 6C, AH",A-top,108,2,350,0.3086
"AC, KD, 6H",A-top,86,1,311,0.2765
"AS, 6D, KC",A-top,98,1,357,0.2745
"AD, 6D, KC",A-top,109,1,348,0.3132
"KD, 6C, AH",A-top,97,1,322,0.3012
"6H, AC, KC",A-top,90,1,344,0.2616
"KD, AS, 6D",A-top,108,1,349,0.3095
"KH, 6H, AC",A-top,97,0,352,0.2756
"KH, 6C, AD",A-top,99,1,350,0.2829
"AD, 6C, KC",A-top,101,1,351,0.2877
"6C, AH, KC",A-top,95,2,350,0.2714
"KS, AS, 6D",A-top,89,0,341,0.261
"6D, AC, KC",A-top,97,0,321,0.3022
"KD, AS, 6H",A-top,101,0,339,0.2979
"KH, 6C, AC",A-top,98,3,337,0.2908
"KD, 6C, AD",A-top,86,1,324,0.2654
"KH, 6D, AH",A-top,94,2,337,0.2789
"AD, 6H, KC",A-top,109,1,353,0.3088
"6D, AH, KC",A-top,92,1,338,0.2722
"KH, 6H, AD",A-top,103,2,342,0.3012
"KS, 6C, AD",A-top,110,0,339,0.3245
"6S, AH, KC",A-top,114,1,366,0.3115
"KD, 6D, AH",A-top,88,0,314,0.2803
"KD, 6S, AH",A-top,85,0,341,0.2493
"KS, 6H, AD",A-top,98,0,345,0.2841
"KS, 6D, AH",A-top,100,0,316,0.3165
"KD, 6S, AC",A-top,101,0,325,0.3108
"KH, AS, 6D",A-top,88,1,308,0.2857
"KS, 6H, AC",A-top,109,2,351,0.3105
"KH, 6S, AS",A-top,84,1,340,0.2471
"6S, AS, KC",A-top,110,0,368,0.2989
"KD, 6C, AC",A-top,95,0,336,0.2827
"KS, 6H, AH",A-top,119,1,366,0.3251
"KD, 6S, AD",A-top,100,0,340,0.2941
"KD, 6S, AS",A-top,105,0,365,0.2877
"KS, 6C, AC",A-top,96,0,310,0.3097
"AD, 6S, KC",A-top,98,1,326,0.3006
"KH, 6S, AD",A-top,109,0,356,0.3062
"KS, 6C, AS",A-top,90,1,330,0.2727
"6H, AH, KC",A-top,91,0,337,0.27
"KH, 6D, AD",A-top,99,1,337,0.2938
"KH, 6S, AH",A-top,98,1,357,0.2745
"KD, 6C, AS",A-top,111,0,340,0.3265
"6S, AC, KC",A-top,95,1,314,0.3025
"KH, 6S, AC",A-top,100,0,333,0.3003
"KS, AS, 6H",A-top,98,1,349,0.2808
"AS, 6C, KC",A-top,104,1,342,0.3041
"KH, 6C, AH",A-top,89,2,338,0.2633
"KH, 6C, AS",A-top,110,1,332,0.3313
"KH, 6D, AC",A-top,93,1,310,0.3
"KS, 6D, AC",A-top,94,1,339,0.2773
"KD, AS, 5D",A-top,113,0,340,0.3324
"KS, AS, 5D",A-top,89,0,352,0.2528
"5H, KS, AC",A-top,86,0,321,0.2679
"KD, AC, 5C",A-top,98,1,339,0.2891
"KS, 5S, AH",A-top,99,1,341,0.2903
"AD, KH, 5C",A-top,99,1,333,0.2973
"AD, 5H, KC",A-top,94,2,333,0.2823
"KD, 5H, AC",A-top,103,1,351,0.2934
"AD, KS, 5D",A-top,84,0,332,0.253
"KD, 5H, AS",A-top,104,0,360,0.2889
"KD, AH, 5C",A-top,87,0,322,0.2702
"KS, 5S, AC",A-top,85,0,340,0.25
"KH, AC, 5C",A-top,100,0,324,0.3086
"KD, AS, 5C",A-top,87,4,335,0.2597
"5H, AC, KC",A-top,90,0,324,0.2778
"5H, KS, AS",A-top,89,1,332,0.2681
"5C, AH, KC",A-top,105,2,339,0.3097
"5H, KH, AS",A-top,94,2,328,0.2866
"KS, 5S, AD",A-top,94,3,344,0.2733
"KH, AH, 5C",A-top,92,0,324,0.284
"AS, 5C, KC",A-top,107,0,356,0.3006
"KS, AC, 5D",A-top,99,1,343,0.2886
"5H, AH, KC",A-top,98,1,333,0.2943
"KH, 5S, AC",A-top,91,0,339,0.2684
"5S, AC, KC",A-top,104,0,346,0.3006
"KD, AC, 5D",A-top,99,2,321,0.3084
"KH, 5S, AH",A-top,91,1,354,0.2571
"AD, KS, 5C",A-top,99,2,371,0.2668
"KH, AS, 5C",A-top,107,0,321,0.3333
"5D, AC, KC",A-top,87,1,323,0.2693
"KH, AC, 5D",A-top,127,2,381,0.3333
"5D, AH, KC",A-top,103,0,346,0.2977
"KC, AD, 5D",A-top,87,1,306,0.2843
"AD, KH, 5D",A-top,87,1,361,0.241
"KD, 5H, AH",A-top,68,1,299,0.2274
"KS, AH, 5C",A-top,92,1,364,0.2527
"KS, AS, 5C",A-top,83,1,309,0.2686
"AD, 5S, KC",A-top,98,2,365,0.2685
"KD, 5S, AC",A-top,94,0,318,0.2956
"5H, KS, AH",A-top,87,1,326,0.2669
"KH, AS, 5D",A-top,103,1,343,0.3003
"AS, 5D, KC",A-top,91,1,333,0.2733
"KH, 5S, AD",A-top,99,2,321,0.3084
"KD, 5S, AS",A-top,97,2,339,0.2861
"KD, 5S, AH",A-top,98,0,349,0.2808
"KD, 5S, AD",A-top,99,1,354,0.2797
"KS, AC, 5C",A-top,89,1,312,0.2853
"KC, AD, 5C",A-top,103,1,331,0.3112
"5H, KH, AD",A-top,83,1,315,0.2635
"5S, AS, KC",A-top,117,1,349,0.3352
"KH, 5S, AS",A-top,100,4,354,0.2825
"5S, AH, KC",A-top,96,0,361,0.2659
"KD, AH, 5D",A-top,80,3,313,0.2556
"5H, KS, AD",A-top,100,2,329,0.304
"KD, AD, 5C",A-top,85,0,329,0.2584
"5H, KH, AC",A-top,98,0,352,0.2784
"KD, 5H, AD",A-top,99,2,332,0.2982
"KS, AH, 5D",A-top,101,1,349,0.2894
"KH, AH, 5D",A-top,95,1,323,0.2941
"5H, AS, KC",A-top,96,2,344,0.2791
"4D, AC, KC",A-top,96,0,329,0.2918
"AD, 4S, KC",A-top,90,0,328,0.2744
"KH, 4S, AD",A-top,95,0,349,0.2722
"KD, 4H, AH",A-top,87,1,314,0.2771
"KH, 4D, AC",A-top,97,1,318,0.305
"AC, KS, 4S",A-top,89,1,320,0.2781
"KS, 4D, AD",A-top,89,1,316,0.2816
"KD, 4H, AC",A-top,93,1,329,0.2827
"KD, AS, 4C",A-top,110,1,333,0.3303
"KS, 4S, AH",A-top,96,0,341,0.2815
"KS, 4D, AC",A-top,88,0,323,0.2724
"KS, 4S, AD",A-top,82,1,350,0.2343
"4H, AH, KC",A-top,85,1,362,0.2348
"KH, 4H, AS",A-top,79,1,355,0.2225
"AS, 4H, KC",A-top,104,0,345,0.3014
"KS, AS, 4C",A-top,105,0,338,0.3107
"KS, 4D, AH",A-top,106,0,370,0.2865
"KS, AS, 4D",A-top,102,1,353,0.289
"KH, 4D, AH",A-top,100,0,312,0.3205
"KD, 4H, AD",A-top,90,2,345,0.2609
"KD, 4H, AS",A-top,104,0,324,0.321
"4S, AH, KC",A-top,108,0,338,0.3195
"AD, 4H, KC",A-top,91,1,320,0.2844
"KS, 4C, AD",A-top,87,1,366,0.2377
"KH, 4H, AD",A-top,98,0,332,0.2952
"KD, 4C, AD",A-top,91,1,318,0.2862
"KS, 4C, AC",A-top,99,1,336,0.2946
"4H, AC, KC",A-top,80,0,359,0.2228
"KH, 4H, AC",A-top,81,1,287,0.2822
"KD, 4C, AC",A-top,89,1,322,0.2764
"KS, 4H, AC",A-top,98,1,343,0.2857
"KH, 4C, AC",A-top,91,1,338,0.2692
"KD, 4S, AH",A-top,85,0,315,0.2698
"4D, AH, KC",A-top,94,0,321,0.2928
"KH, AS, 4D",A-top,85,0,311,0.2733
"AS, 4D, KC",A-top,109,0,367,0.297
"KS, 4H, AH",A-top,100,0,354,0.2825
"4C, AH, KC",A-top,94,1,324,0.2901
"AC, KD, 4S",A-top,96,0,327,0.2936
"KD, 4D, AH",A-top,106,0,323,0.3282
"KH, AS, 4S",A-top,98,1,332,0.2952
"KD, AS, 4D",A-top,109,1,368,0.2962
"AS, 4S, KC",A-top,83,0,300,0.2767
"AD, 4C, KC",A-top,94,0,322,0.2919
"KS, 4H, AD",A-top,108,0,362,0.2983
"KH, 4C, AD",A-top,103,1,336,0.3065
"AD, 4D, KC",A-top,92,0,347,0.2651
"KD, 4D, AC",A-top,99,2,363,0.2727
"AC, 4S, KC",A-top,84,1,316,0.2658
"KH, 4D, AD",A-top,84,0,324,0.2593
"KD, 4S, AD",A-top,92,1,320,0.2875
"AC, KH, 4S",A-top,90,1,327,0.2752
"KH, AS, 4C",A-top,87,1,323,0.2693
"AS, 4C, KC",A-top,97,1,352,0.2756
"KS, 4H, AS",A-top,93,1,313,0.2971
"KH, 4S, AH",A-top,81,0,319,0.2539
"KD, 4C, AH",A-top,108,0,359,0.3008
"KD, AS, 4S",A-top,92,0,334,0.2754
"KS, 4C, AH",A-top,95,1,344,0.2762
"KH, 4C, AH",A-top,81,3,345,0.2348
"AD, 3D, KC",A-top,95,0,335,0.2836
"KH, 3D, AD",A-top,87,0,293,0.2969
"AS, 3H, KC",A-top,94,1,334,0.2814
"KH, 3H, AS",A-top,91,0,326,0.2791
"KS, 3D, AC",A-top,88,1,342,0.2573
"AD, 3C, KC",A-top,86,1,322,0.2671
"KS, 3H, AH",A-top,95,1,350,0.2714
"KS, 3D, AH",A-top,101,0,344,0.2936
"KS, 3D, AD",A-top,87,0,337,0.2582
"KD, 3H, AH",A-top,91,0,337,0.27
"KS, 3S, AH",A-top,98,1,339,0.2891
"3H, AH, KC",A-top,101,0,384,0.263
"3D, AH, KC",A-top,93,2,365,0.2548
"KD, 3C, AD",A-top,87,0,333,0.2613
"KH, 3C, AC",A-top,78,2,296,0.2635
"KD, 3S, AH",A-top,85,1,339,0.2507
"KH, 3H, AC",A-top,83,2,331,0.2508
"3H, AC, KC",A-top,94,0,313,0.3003
"3C, AH, KC",A-top,106,1,327,0.3242
"KH, 3C, AS",A-top,98,2,324,0.3025
"KH, 3C, AH",A-top,104,0,357,0.2913
"3S, AH, KC",A-top,100,0,324,0.3086
"KH, 3S, AD",A-top,117,1,384,0.3047
"KH, 3C, AD",A-top,99,0,339,0.292
"AD, 3S, KC",A-top,107,1,332,0.3223
"KD, 3C, AC",A-top,117,1,358,0.3268
"KH, 3S, AC",A-top,88,0,353,0.2493
"KD, 3S, AD",A-top,80,1,326,0.2454
"KD, 3C, AS",A-top,97,1,315,0.3079
"3S, AC, KC",A-top,88,0,347,0.2536
"KH, 3H, AD",A-top,101,1,342,0.2953
"AD, 3H, KC",A-top,104,1,369,0.2818
"KS, 3C, AH",A-top,93,0,328,0.2835
"KS, 3S, AD",A-top,112,0,364,0.3077
"KD, 3H, AD",A-top,95,2,321,0.296
"KS, 3C, AC",A-top,102,0,358,0.2849
"KS, AS, 3D",A-top,93,1,363,0.2562
"KS, 3H, AD",A-top,92,1,330,0.2788
"KD, 3D, AH",A-top,101,0,339,0.2979
"KD, 3H, AC",A-top,90,1,341,0.2639
"KD, 3D, AC",A-top,100,0,356,0.2809
"KH, AS, 3D",A-top,79,1,301,0.2625
"KH, 3D, AH",A-top,101,0,340,0.2971
"AS, 3D, KC",A-top,92,1,329,0.2796
"KS, 3H, AC",A-top,104,1,354,0.2938
"3D, AC, KC",A-top,97,1,343,0.2828
"KH, 3D, AC",A-top,83,1,360,0.2306
"AS, 3C, KC",A-top,97,1,356,0.2725
"KD, 3S, AC",A-top,101,0,359,0.2813
"KS, 3S, AC",A-top,103,1,363,0.2837
"KS, 3C, AD",A-top,93,1,357,0.2605
"KS, 3C, AS",A-top,106,0,355,0.2986
"KD, 3S, AS",A-top,110,0,344,0.3198
"KS, 3H, AS",A-top,96,0,329,0.2918
"AS, 3S, KC",A-top,85,0,355,0.2394
"KH, 3S, AH",A-top,99,0,370,0.2676
"KH, 3S, AS",A-top,102,0,360,0.2833
"KD, AS, 3D",A-top,92,1,350,0.2629
"KD, 3H, AS",A-top,93,0,350,0.2657
"KD, 3C, AH",A-top,114,2,362,0.3149
"KS, 2S, AD",A-top,100,0,351,0.2849
"2D, AH, KC",A-top,79,1,316,0.25
"2D, KH, AS",A-top,90,0,317,0.2839
"2D, KH, AH",A-top,84,0,344,0.2442
"2D, KS, AS",A-top,90,0,338,0.2663
"KD, 2S, AC",A-top,101,2,357,0.2829
"2D, AC, KC",A-top,93,0,320,0.2906
"2D, AS, KD",A-top,88,1,352,0.25
"KS, 2S, AC",A-top,84,0,330,0.2545
"2D, KD, AC",A-top,93,0,345,0.2696
"2D, AD, KC",A-top,81,0,332,0.244
"2D, KS, AC",A-top,87,0,341,0.2551
"KD, 2H, AC",A-top,104,1,352,0.2955
"KS, 2C, AH",A-top,99,1,335,0.2955
"KS, 2C, AS",A-top,100,0,338,0.2959
"KH, 2H, AD",A-top,91,0,333,0.2733
"KD, 2H, AH",A-top,95,0,350,0.2714
"KS, 2C, AC",A-top,91,0,311,0.2926
"KH, 2H, AC",A-top,94,0,349,0.2693
"KH, 2S, AH",A-top,80,0,320,0.25
"KD, 2H, AS",A-top,102,0,366,0.2787
"AD, 2C, KC",A-top,120,0,357,0.3361
"2H, AH, KC",A-top,95,1,322,0.295
"AS, 2H, KC",A-top,106,1,343,0.309
"KD, 2C, AD",A-top,103,0,354,0.291
"2D, AS, KC",A-top,102,0,363,0.281
"KD, 2S, AS",A-top,97,0,337,0.2878
"KS, 2H, AD",A-top,86,0,348,0.2471
"KH, 2C, AS",A-top,91,2,341,0.2669
"2D, KH, AC",A-top,102,0,354,0.2881
"2S, AS, KC",A-top,91,0,332,0.2741
"KH, 2S, AS",A-top,101,2,343,0.2945
"2D, KS, AD",A-top,86,0,344,0.25
"2D, KH, AD",A-top,85,0,344,0.2471
"KS, 2S, AH",A-top,88,1,321,0.2741
"KH, 2H, AS",A-top,103,1,348,0.296
"KD, 2S, AH",A-top,103,1,359,0.2869
"2D, KS, AH",A-top,84,2,355,0.2366
"2S, AH, KC",A-top,84,0,338,0.2485
"2D, KD, AH",A-top,99,1,357,0.2773
"KS, 2H, AH",A-top,89,0,314,0.2834
"KD, 2C, AC",A-top,103,1,385,0.2675
"KH, 2C, AD",A-top,88,1,340,0.2588
"KH, 2S, AC",A-top,84,0,318,0.2642
"KS, 2H, AS",A-top,81,1,321,0.2523
"2S, AC, KC",A-top,110,0,354,0.3107
"KS, 2H, AC",A-top,107,2,345,0.3101
"KD, 2C, AH",A-top,106,1,330,0.3212
"KH, 2C, AC",A-top,101,0,336,0.3006
"KD, 2C, AS",A-top,84,1,323,0.2601
"AD, 2H, KC",A-top,93,2,358,0.2598
"2C, AH, KC",A-top,86,2,345,0.2493
"2C, AS, KC",A-top,70,2,294,0.2381
"KH, 2C, AH",A-top,88,0,340,0.2588
"KH, 2S, AD",A-top,89,1,346,0.2572
"AD, 2S, KC",A-top,93,0,319,0.2915
"KD, 2H, AD",A-top,94,0,339,0.2773
"2H, AC, KC",A-top,109,0,349,0.3123
"KD, 2S, AD",A-top,88,0,307,0.2866
"KS, 2C, AD",A-top,91,0,313,0.2907
"JC, QC, AS",A-top,99,1,329,0.3009
"QD, JS, AC",A-top,95,0,365,0.2603
"JS, AS, QH",A-top,85,0,344,0.2471
"QH, JC, AD",A-top,79,0,324,0.2438
"QS, JC, AH",A-top,74,0,324,0.2284
"QD, JD, AS",A-top,82,0,324,0.2531
"JH, QC, AS",A-top,100,0,348,0.2874
"QS, JD, AS",A-top,95,0,346,0.2746
"QH, JC, AC",A-top,85,0,321,0.2648
"JS, QH, AH",A-top,80,0,335,0.2388
"JH, QH, AC",A-top,83,1,328,0.253
"JS, QH, AC",A-top,88,1,318,0.2767
"JH, QH, AS",A-top,87,0,356,0.2444
"JH, QH, AD",A-top,92,0,342,0.269
"JH, QC, AD",A-top,76,1,317,0.2397
"QS, JD, AD",A-top,107,0,353,0.3031
"QH, JD, AH",A-top,86,0,320,0.2688
"QH, JD, AS",A-top,81,1,330,0.2455
"QH, AS, JC",A-top,96,0,352,0.2727
"JS, QH, AD",A-top,84,0,324,0.2593
"JS, QC, AH",A-top,74,1,319,0.232
"JS, QC, AS",A-top,102,1,370,0.2757
"QD, JC, AC",A-top,89,1,340,0.2618
"QS, JD, AC",A-top,95,0,370,0.2568
"JH, QC, AC",A-top,87,0,370,0.2351
"QD, JD, AC",A-top,85,0,295,0.2881
"QD, JS, AS",A-top,86,1,320,0.2688
"QS, JC, AD",A-top,79,0,324,0.2438
"QC, JD, AS",A-top,83,1,322,0.2578
"JH, QS, AS",A-top,96,0,344,0.2791
"QH, JC, AH",A-top,90,0,364,0.2473
"JH, QD, AS",A-top,98,0,343,0.2857
"JC, QC, AH",A-top,83,2,350,0.2371
"JC, QC, AD",A-top,109,0,349,0.3123
"QS, JC, AC",A-top,78,0,325,0.24
"QS, JC, AS",A-top,77,1,328,0.2348
"QD, JS, AD",A-top,98,0,342,0.2865
"JH, QD, AC",A-top,96,0,344,0.2791
"QC, JD, AC",A-top,92,1,316,0.2911
"JH, QS, AC",A-top,92,0,365,0.2521
"QS, JS, AH",A-top,77,0,326,0.2362
"QD, JC, AD",A-top,91,1,347,0.2622
"JH, QD, AH",A-top,118,1,369,0.3198
"JH, QS, AH",A-top,65,0,320,0.2031
"JS, QC, AD",A-top,106,1,363,0.292
"QC, JD, AH",A-top,99,1,335,0.2955
"QS, JS, AC",A-top,88,1,326,0.2699
"QC, JD, AD",A-top,97,0,378,0.2566
"JH, QS, AD",A-top,99,1,353,0.2805
"QH, JD, AD",A-top,102,2,393,0.2595
"QD, JC, AS",A-top,83,1,337,0.2463
"QD, JC, AH",A-top,89,0,364,0.2445
"QS, JS, AD",A-top,87,1,362,0.2403
"QS, JD, AH",A-top,89,0,355,0.2507
"JH, QC, AH",A-top,94,0,317,0.2965
"QD, JD, AH",A-top,92,0,342,0.269
"JH, QD, AD",A-top,97,1,335,0.2896
"JS, QC, AC",A-top,82,0,338,0.2426
"QH, JD, AC",A-top,85,0,324,0.2623
"QD, JS, AH",A-top,108,1,336,0.3214
"QC, 10H, AC",A-top,81,1,320,0.2531
"QH, 10D, AD",A-top,82,2,340,0.2412
"QS, 10H, AD",A-top,96,0,342,0.2807
"QC, 10D, AS",A-top,97,0,345,0.2812
"10S, QS, AD",A-top,74,0,297,0.2492
"10S, QC, AC",A-top,98,0,362,0.2707
"10S, QS, AC",A-top,106,1,366,0.2896
"10S, QC, AD",A-top,86,0,361,0.2382
"QH, AS, 10H",A-top,121,1,369,0.3279
"QS, 10D, AS",A-top,81,1,314,0.258
"QD, 10D, AS",A-top,83,0,328,0.253
"10S, QS, AH",A-top,102,0,346,0.2948
"10S, QD, AD",A-top,106,0,351,0.302
"10C, QH, AC",A-top,71,1,321,0.2212
"QC, 10D, AC",A-top,83,1,312,0.266
"QH, 10H, AD",A-top,87,0,325,0.2677
"QS, 10D, AD",A-top,90,0,358,0.2514
"10C, QH, AS",A-top,86,1,348,0.2471
"QD, 10D, AH",A-top,106,0,355,0.2986
"QS, 10D, AH",A-top,84,1,347,0.2421
"10S, QD, AS",A-top,73,1,313,0.2332
"QC, 10D, AD",A-top,83,1,337,0.2463
"QD, 10D, AC",A-top,120,1,381,0.315
"QH, 10H, AC",A-top,92,1,342,0.269
"QD, AS, 10H",A-top,86,0,342,0.2515
"QS, 10D, AC",A-top,102,0,325,0.3138
"10S, QC, AS",A-top,87,0,319,0.2727
"10S, QC, AH",A-top,99,0,327,0.3028
"10C, QC, AD",A-top,105,2,372,0.2823
"10S, QH, AD",A-top,94,0,360,0.2611
"QS, 10C, AC",A-top,91,0,339,0.2684
"QD, 10C, AC",A-top,100,1,364,0.2747
"QC, 10H, AH",A-top,87,1,342,0.2544
"QC, AS, 10H",A-top,72,0,318,0.2264
"QH, 10D, AS",A-top,71,0,316,0.2247
"QH, 10D, AH",A-top,89,0,348,0.2557
