,name,wins,ties,total_games,winrate
"8H, JS, 7H",J-top,17,1,1823,0.0093
"7H, 8C, JH",J-top,22,0,1839,0.012
"8D, JS, 7H",J-top,14,3,1752,0.008
"7C, JS, 8C",J-top,24,1,1762,0.0136
"8D, JS, 7D",J-top,23,1,1834,0.0125
"8H, 7C, JH",J-top,25,1,1856,0.0135
"7S, JD, 8C",J-top,22,1,1811,0.0121
"8D, JS, 7S",J-top,21,0,1802,0.0117
"7H, JD, 8C",J-top,24,1,1823,0.0132
"8H, JS, 7D",J-top,19,0,1767,0.0108
"7H, 8S, JC",J-top,16,0,1830,0.0087
"7H, JS, 8C",J-top,24,0,1738,0.0138
"8D, 7S, JH",J-top,20,1,1825,0.011
"8H, JD, 7H",J-top,20,0,1807,0.0111
"8H, 7S, JC",J-top,29,0,1795,0.0162
"8H, JD, 7S",J-top,22,2,1782,0.0123
"7H, 8D, JH",J-top,18,2,1796,0.01
"JS, 8S, 7H",J-top,26,0,1863,0.014
"7S, JD, 8S",J-top,22,0,1814,0.0121
"8D, 7S, JC",J-top,25,0,1865,0.0134
"7S, 8S, JC",J-top,29,0,1809,0.016
"JD, 8S, 7H",J-top,19,0,1912,0.0099
"7D, 8C, JC",J-top,23,0,1898,0.0121
"7H, 8C, JC",J-top,16,1,1829,0.0087
"7H, 8H, JC",J-top,23,1,1827,0.0126
"7S, 8S, JH",J-top,22,1,1764,0.0125
"7D, 8C, JH",J-top,22,1,1797,0.0122
"7C, 8S, JH",J-top,38,1,1756,0.0216
"8D, JD, 7S",J-top,28,0,1775,0.0158
"8D, 7C, JS",J-top,20,1,1781,0.0112
"6S, JD, 8S",J-top,27,0,1823,0.0148
"6S, 8D, JD",J-top,29,2,1859,0.0156
"6H, JS, 8S",J-top,15,0,1878,0.008
"6D, 8C, JC",J-top,23,2,1842,0.0125
"8H, 6C, JC",J-top,25,0,1808,0.0138
"8D, 6D, JC",J-top,23,0,1796,0.0128
"6D, JD, 8S",J-top,26,0,1792,0.0145
"6C, JD, 8S",J-top,18,0,1767,0.0102
"8H, 6D, JC",J-top,26,1,1849,0.0141
"8D, 6C, JS",J-top,27,0,1855,0.0146
"6D, 8S, JH",J-top,24,1,1797,0.0134
"6C, JS, 8S",J-top,24,1,1773,0.0135
"8D, 6D, JH",J-top,22,0,1821,0.0121
"JD, 6H, 8C",J-top,25,0,1788,0.014
"8D, 6H, JC",J-top,30,0,1791,0.0168
"JS, 6H, 8C",J-top,26,0,1814,0.0143
"6D, 8S, JC",J-top,19,1,1725,0.011
"8H, 6C, JD",J-top,25,0,1845,0.0136
"JD, 6D, 8C",J-top,20,0,1854,0.0108
"8D, 6C, JD",J-top,17,0,1790,0.0095
"6C, JD, 8C",J-top,32,0,1771,0.0181
"8H, JD, 6D",J-top,26,0,1797,0.0145
"6H, 8S, JH",J-top,22,1,1847,0.0119
"8D, 6H, JH",J-top,22,0,1797,0.0122
"6C, 8S, JC",J-top,16,0,1841,0.0087
"6S, 8H, JD",J-top,21,0,1737,0.0121
"8H, 6C, JH",J-top,17,0,1795,0.0095
"6H, JD, 8S",J-top,19,0,1900,0.01
"8D, JD, 6H",J-top,18,1,1762,0.0102
"8H, 6D, JH",J-top,16,0,1883,0.0085
"JS, 6D, 8C",J-top,30,1,1792,0.0167
"6C, 8C, JH",J-top,22,0,1858,0.0118
"8D, 6C, JH",J-top,22,0,1858,0.0118
"8D, JS, 6D",J-top,22,0,1741,0.0126
"6H, 8S, JC",J-top,18,0,1784,0.0101
"8H, 6C, JS",J-top,18,0,1789,0.0101
"6S, 8D, JS",J-top,35,0,1797,0.0195
"8H, JS, 6H",J-top,41,1,1767,0.0232
"6H, 8C, JH",J-top,18,0,1791,0.0101
"6S, 8H, JC",J-top,22,0,1854,0.0119
"6S, 8D, JC",J-top,25,1,1717,0.0146
"6C, JS, 8C",J-top,17,1,1861,0.0091
"6D, JS, 8S",J-top,20,0,1929,0.0104
"6C, 8S, JH",J-top,27,0,1815,0.0149
"6H, 8C, JC",J-top,22,2,1840,0.012
"6S, 8D, JH",J-top,18,0,1823,0.0099
"6S, 8S, JH",J-top,22,0,1792,0.0123
"8D, 6C, JC",J-top,24,0,1858,0.0129
"6D, 8C, JH",J-top,22,0,1834,0.012
"6S, 8S, JC",J-top,19,0,1797,0.0106
"6S, JD, 8C",J-top,22,0,1806,0.0122
"8D, JS, 6H",J-top,25,0,1810,0.0138
"6S, JS, 8C",J-top,30,0,1821,0.0165
"6S, 8H, JH",J-top,20,1,1840,0.0109
"6S, 8C, JH",J-top,23,0,1846,0.0125
"6S, 8H, JS",J-top,17,0,1718,0.0099
"8H, JS, 6D",J-top,31,0,1853,0.0167
"8H, 6H, JC",J-top,32,0,1847,0.0173
"8H, JD, 6H",J-top,27,1,1837,0.0147
"6S, 8C, JC",J-top,27,0,1845,0.0146
"5H, JD, 8S",J-top,22,0,1829,0.012
"5C, JD, 8S",J-top,27,0,1827,0.0148
"5H, 8C, JC",J-top,27,0,1872,0.0144
"5S, 8D, JS",J-top,25,1,1878,0.0133
"8H, 5H, JC",J-top,34,0,1820,0.0187
"8H, 5D, JH",J-top,22,0,1813,0.0121
"5C, 8S, JH",J-top,19,1,1820,0.0104
"5H, 8S, JH",J-top,22,0,1803,0.0122
"8D, JS, 5C",J-top,20,0,1828,0.0109
"5C, JS, 8S",J-top,22,0,1771,0.0124
"8D, 5H, JS",J-top,34,0,1785,0.019
"5S, 8H, JD",J-top,28,1,1805,0.0155
"8D, JD, 5C",J-top,23,0,1861,0.0124
"5H, JD, 8C",J-top,23,0,1856,0.0124
"8D, 5C, JC",J-top,21,0,1813,0.0116
"5H, 8S, JC",J-top,17,0,1732,0.0098
"8D, 5H, JC",J-top,28,0,1867,0.015
"8H, JD, 5C",J-top,24,0,1760,0.0136
"8H, 5H, JD",J-top,18,0,1847,0.0097
"5S, JD, 8S",J-top,22,0,1803,0.0122
"5C, 8C, JH",J-top,28,0,1817,0.0154
"8D, 5H, JH",J-top,27,1,1927,0.014
"8H, JS, 5C",J-top,20,0,1832,0.0109
"5H, JS, 8C",J-top,22,0,1849,0.0119
"5D, 8S, JH",J-top,24,1,1734,0.0138
"8H, 5C, JH",J-top,24,0,1766,0.0136
"JS, 5C, 8C",J-top,20,0,1800,0.0111
"8D, 5D, JC",J-top,28,0,1871,0.015
"8H, 5C, JC",J-top,21,0,1877,0.0112
"5S, JS, 8C",J-top,31,1,1777,0.0174
"5S, 8H, JH",J-top,16,0,1796,0.0089
"5S, 8D, JD",J-top,18,0,1790,0.0101
"5S, JD, 8C",J-top,20,0,1862,0.0107
"5S, 8C, JC",J-top,17,0,1759,0.0097
"8H, JS, 5D",J-top,22,1,1805,0.0122
"5H, JS, 8S",J-top,21,0,1741,0.0121
"5D, 8C, JH",J-top,24,0,1791,0.0134
"8D, JS, 5D",J-top,28,0,1857,0.0151
"JD, 5D, 8C",J-top,25,0,1790,0.014
"5D, 8S, JC",J-top,18,0,1799,0.01
"5S, 8C, JH",J-top,26,0,1819,0.0143
"5S, 8D, JH",J-top,22,0,1793,0.0123
"5S, 8H, JS",J-top,31,3,1861,0.0167
"8H, JD, 5D",J-top,21,2,1733,0.0121
"8D, 5D, JH",J-top,18,0,1796,0.01
"5S, 8D, JC",J-top,17,1,1836,0.0093
"5S, 8S, JC",J-top,15,1,1738,0.0086
"5S, 8H, JC",J-top,29,0,1779,0.0163
"5D, JS, 8S",J-top,33,0,1793,0.0184
"5D, JD, 8S",J-top,25,0,1810,0.0138
"8D, 5H, JD",J-top,27,0,1870,0.0144
"JD, 5C, 8C",J-top,20,1,1784,0.0112
"5D, 8C, JC",J-top,16,0,1796,0.0089
"5S, 8S, JH",J-top,15,1,1772,0.0085
"5C, 8S, JC",J-top,19,3,1748,0.0109
"8H, 5D, JC",J-top,26,0,1847,0.0141
"5H, 8C, JH",J-top,21,0,1768,0.0119
"8H, 5H, JS",J-top,34,0,1782,0.0191
"8D, 5C, JH",J-top,25,1,1818,0.0138
"JS, 5D, 8C",J-top,30,0,1829,0.0164
"4S, 8S, JC",J-top,22,0,1805,0.0122
"4H, 8H, JC",J-top,26,0,1807,0.0144
"4H, 8D, JC",J-top,19,1,1767,0.0108
"JD, 8S, 4D",J-top,13,0,1763,0.0074
"4H, JS, 8S",J-top,23,0,1799,0.0128
"4H, 8D, JH",J-top,17,0,1789,0.0095
"4H, 8S, JH",J-top,25,1,1838,0.0136
"4S, 8C, JC",J-top,29,0,1818,0.016
"8H, JD, 4D",J-top,22,1,1859,0.0118
"4H, 8S, JC",J-top,16,0,1865,0.0086
"4H, JD, 8C",J-top,23,1,1841,0.0125
"4H, JS, 8C",J-top,18,0,1763,0.0102
"8D, JS, 4D",J-top,20,2,1740,0.0115
"4H, 8C, JH",J-top,20,2,1753,0.0114
"4H, 8H, JS",J-top,21,0,1818,0.0116
"4C, JD, 8C",J-top,23,0,1767,0.013
"4S, 8D, JS",J-top,29,1,1847,0.0157
"4C, 8D, JC",J-top,21,0,1892,0.0111
"4H, 8C, JC",J-top,24,1,1826,0.0131
"4H, JD, 8S",J-top,23,0,1796,0.0128
"4H, 8D, JD",J-top,14,0,1728,0.0081
"JS, 8C, 4D",J-top,30,1,1784,0.0168
"8H, 4S, JC",J-top,21,0,1835,0.0114
"4C, 8D, JH",J-top,29,2,1867,0.0155
"4C, 8S, JH",J-top,27,2,1797,0.015
"8H, 4S, JD",J-top,14,0,1823,0.0077
"8S, JH, 4D",J-top,17,0,1737,0.0098
"4C, 8D, JS",J-top,24,0,1802,0.0133
"8D, 4S, JC",J-top,23,0,1830,0.0126
"4S, JS, 8C",J-top,20,0,1851,0.0108
"4C, 8D, JD",J-top,22,0,1777,0.0124
"4C, JD, 8S",J-top,19,1,1824,0.0104
"4C, 8S, JC",J-top,18,1,1779,0.0101
"8H, 4S, JH",J-top,19,1,1813,0.0105
"8H, JC, 4D",J-top,21,0,1803,0.0116
"8S, JC, 4D",J-top,30,3,1831,0.0164
"8D, JC, 4D",J-top,25,1,1836,0.0136
"4C, 8H, JC",J-top,26,0,1762,0.0148
"4S, 8S, JH",J-top,16,1,1760,0.0091
"4C, 8H, JD",J-top,21,1,1781,0.0118
"JS, 8S, 4D",J-top,15,0,1777,0.0084
"4C, 8C, JH",J-top,24,0,1764,0.0136
"4C, 8H, JS",J-top,20,1,1801,0.0111
"4C, JS, 8S",J-top,21,0,1817,0.0116
"4S, JD, 8C",J-top,18,2,1785,0.0101
"8D, 4S, JD",J-top,20,1,1802,0.0111
"8D, JH, 4D",J-top,23,1,1809,0.0127
"8H, JS, 4D",J-top,26,0,1865,0.0139
"8C, JH, 4D",J-top,26,0,1810,0.0144
"4S, JD, 8S",J-top,23,0,1823,0.0126
"4H, 8H, JD",J-top,27,1,1894,0.0143
"8C, JC, 4D",J-top,26,0,1780,0.0146
"8D, 4S, JH",J-top,18,0,1788,0.0101
"JD, 8C, 4D",J-top,19,0,1812,0.0105
"4S, 8C, JH",J-top,18,0,1845,0.0098
"4S, 8H, JS",J-top,26,0,1841,0.0141
"4C, JS, 8C",J-top,20,0,1794,0.0111
"8H, JH, 4D",J-top,18,0,1846,0.0098
"4H, 8D, JS",J-top,17,0,1794,0.0095
"4C, 8H, JH",J-top,24,0,1846,0.013
"3D, 8S, JC",J-top,15,1,1800,0.0083
"8H, 3S, JC",J-top,15,0,1731,0.0087
"3C, 8S, JH",J-top,35,0,1776,0.0197
"JS, 3H, 8S",J-top,12,0,1804,0.0067
"3S, JD, 8S",J-top,22,0,1828,0.012
"3C, JS, 8S",J-top,21,0,1775,0.0118
"3S, 8C, JC",J-top,23,0,1777,0.0129
"8D, 3S, JS",J-top,24,2,1737,0.0138
"3C, JD, 8S",J-top,23,0,1793,0.0128
"3H, JD, 8C",J-top,21,1,1788,0.0117
"3D, 8C, JC",J-top,17,1,1787,0.0095
"3H, 8C, JC",J-top,15,1,1742,0.0086
"8D, JS, 3H",J-top,21,0,1773,0.0118
"3C, 8H, JS",J-top,19,4,1822,0.0104
"3C, 8C, JH",J-top,19,1,1827,0.0104
"8H, 3S, JD",J-top,15,0,1861,0.0081
"8D, 3S, JD",J-top,19,0,1866,0.0102
"3S, JD, 8C",J-top,17,0,1778,0.0096
"8D, 3H, JH",J-top,23,0,1826,0.0126
"3C, JS, 8C",J-top,24,0,1822,0.0132
"3C, 8H, JH",J-top,16,0,1807,0.0089
"3S, 8S, JC",J-top,14,1,1845,0.0076
"8H, 3H, JD",J-top,21,0,1776,0.0118
"3C, 8D, JD",J-top,14,0,1734,0.0081
"8D, 3H, JD",J-top,18,0,1820,0.0099
"3C, 8H, JD",J-top,20,1,1763,0.0113
"3S, 8C, JH",J-top,17,1,1826,0.0093
"8H, 3S, JS",J-top,18,0,1882,0.0096
"8D, 3S, JH",J-top,22,0,1774,0.0124
"3D, JS, 8S",J-top,21,0,1850,0.0114
"8D, JS, 3D",J-top,19,1,1748,0.0109
"3H, 8S, JC",J-top,19,0,1804,0.0105
"8H, JS, 3H",J-top,19,0,1812,0.0105
"3C, 8D, JS",J-top,32,0,1819,0.0176
"3H, 8C, JH",J-top,25,0,1737,0.0144
"8H, 3D, JC",J-top,26,1,1779,0.0146
"8H, 3D, JD",J-top,25,1,1859,0.0134
"8D, 3H, JC",J-top,18,1,1814,0.0099
"3C, 8H, JC",J-top,17,0,1819,0.0093
"8D, 3D, JC",J-top,22,0,1814,0.0121
"3S, 8S, JH",J-top,28,0,1841,0.0152
"3D, JS, 8C",J-top,25,1,1825,0.0137
"8H, 3D, JH",J-top,18,0,1841,0.0098
"8H, 3H, JC",J-top,19,0,1833,0.0104
"8D, 3S, JC",J-top,17,0,1803,0.0094
"3H, 8S, JH",J-top,20,1,1838,0.0109
"3D, 8S, JH",J-top,24,0,1827,0.0131
"3C, 8S, JC",J-top,16,1,1781,0.009
"3D, JD, 8C",J-top,29,0,1831,0.0158
"3S, JS, 8C",J-top,27,0,1806,0.015
"3C, 8D, JH",J-top,16,1,1787,0.009
"JS, 3H, 8C",J-top,21,0,1905,0.011
"8D, 3D, JH",J-top,29,0,1798,0.0161
"3D, 8C, JH",J-top,8,1,1835,0.0044
"3C, 8D, JC",J-top,18,0,1753,0.0103
"8H, 3S, JH",J-top,23,0,1822,0.0126
"8H, JS, 3D",J-top,21,0,1765,0.0119
"3C, JD, 8C",J-top,18,0,1846,0.0098
"3D, JD, 8S",J-top,15,0,1840,0.0082
"3H, JD, 8S",J-top,14,1,1778,0.0079
"8H, JS, 2S",J-top,18,0,1762,0.0102
"2S, 8C, JH",J-top,25,0,1732,0.0144
"2H, JD, 8S",J-top,22,0,1827,0.012
"JS, 2D, 8C",J-top,20,0,1861,0.0107
"2H, 8C, JC",J-top,22,0,1705,0.0129
"8D, 2D, JH",J-top,21,0,1832,0.0115
"8H, 2D, JH",J-top,14,0,1819,0.0077
"2S, 8D, JC",J-top,26,0,1789,0.0145
"8H, 2D, JD",J-top,17,0,1813,0.0094
"2H, 8S, JH",J-top,19,0,1881,0.0101
"2H, 8D, JS",J-top,24,0,1841,0.013
"2H, JS, 8S",J-top,22,0,1814,0.0121
"8D, 2D, JC",J-top,27,0,1817,0.0149
"2D, 8S, JC",J-top,23,0,1802,0.0128
"2S, 8S, JH",J-top,18,0,1871,0.0096
"2D, JD, 8C",J-top,20,0,1865,0.0107
"2H, 8D, JD",J-top,15,1,1865,0.008
"2H, 8D, JC",J-top,19,1,1789,0.0106
"8D, JS, 2D",J-top,32,1,1827,0.0175
"2D, 8S, JH",J-top,21,0,1797,0.0117
"2H, 8H, JD",J-top,18,0,1757,0.0102
"2S, 8H, JH",J-top,24,0,1799,0.0133
"JD, 8C, 2C",J-top,19,0,1762,0.0108
"2H, 8C, JH",J-top,18,0,1790,0.0101
"8H, 2D, JC",J-top,16,0,1742,0.0092
"8S, JC, 2C",J-top,17,1,1808,0.0094
"2S, JS, 8C",J-top,18,0,1772,0.0102
"2H, 8H, JS",J-top,21,0,1904,0.011
"2H, JS, 8C",J-top,20,0,1844,0.0108
"2D, 8C, JC",J-top,22,0,1849,0.0119
"2D, JD, 8S",J-top,24,0,1776,0.0135
"2S, 8H, JC",J-top,14,1,1802,0.0078
"8D, JH, 2C",J-top,21,0,1799,0.0117
"2H, 8H, JC",J-top,21,0,1704,0.0123
"JD, 8S, 2S",J-top,22,1,1781,0.0124
"8H, JS, 2D",J-top,16,0,1839,0.0087
"2D, 8C, JH",J-top,14,0,1775,0.0079
"JD, 8S, 2C",J-top,19,0,1791,0.0106
"8S, JH, 2C",J-top,17,0,1792,0.0095
"8D, JS, 2C",J-top,19,0,1789,0.0106
"JS, 8S, 2C",J-top,19,1,1814,0.0105
"2S, JD, 8C",J-top,21,0,1811,0.0116
"2S, 8C, JC",J-top,16,0,1850,0.0086
"8D, JD, 2C",J-top,23,0,1798,0.0128
"8D, JS, 2S",J-top,16,0,1722,0.0093
"8D, JC, 2C",J-top,21,0,1715,0.0122
"8H, JD, 2C",J-top,21,0,1754,0.012
"2S, 8D, JH",J-top,13,0,1761,0.0074
"2H, JD, 8C",J-top,24,1,1765,0.0136
"8H, JS, 2C",J-top,18,0,1765,0.0102
"8H, JD, 2S",J-top,13,0,1807,0.0072
"2H, 8S, JC",J-top,26,0,1880,0.0138
"JS, 2D, 8S",J-top,26,1,1789,0.0145
"8D, JD, 2S",J-top,22,0,1840,0.012
"JS, 8C, 2C",J-top,29,0,1767,0.0164
"8H, JH, 2C",J-top,17,0,1777,0.0096
"8C, JH, 2C",J-top,24,0,1794,0.0134
"2S, 8S, JC",J-top,21,0,1746,0.012
"2H, 8D, JH",J-top,27,1,1790,0.0151
"8H, JC, 2C",J-top,21,0,1798,0.0117
"7H, 6D, JC",J-top,21,0,1824,0.0115
"JS, 6H, 7H",J-top,20,0,1793,0.0112
"7C, JS, 6D",J-top,20,0,1811,0.011
"6S, JD, 7H",J-top,20,0,1829,0.0109
"6H, JD, 7D",J-top,13,0,1849,0.007
"7C, 6C, JH",J-top,11,0,1813,0.0061
"7C, JD, 6H",J-top,14,0,1900,0.0074
"6H, 7D, JC",J-top,16,0,1743,0.0092
"6D, JS, 7D",J-top,15,0,1810,0.0083
"6C, 7D, JH",J-top,22,0,1834,0.012
"7S, 6C, JD",J-top,26,0,1860,0.014
"6C, JD, 7D",J-top,20,0,1819,0.011
"7C, 6H, JH",J-top,21,0,1833,0.0115
"6H, 7D, JH",J-top,23,0,1868,0.0123
"6S, 7C, JS",J-top,20,0,1844,0.0108
"7H, 6S, JH",J-top,21,1,1815,0.0116
"7C, 6C, JD",J-top,21,1,1819,0.0115
"6S, 7S, JD",J-top,21,0,1813,0.0116
"7C, 6H, JC",J-top,17,0,1856,0.0092
"7C, 6D, JH",J-top,19,0,1863,0.0102
"7C, JS, 6C",J-top,8,0,1904,0.0042
"7H, 6C, JC",J-top,9,0,1763,0.0051
"6C, 7D, JC",J-top,14,0,1736,0.0081
"7C, JD, 6D",J-top,15,0,1787,0.0084
"6D, 7D, JC",J-top,15,0,1828,0.0082
"6S, JS, 7H",J-top,13,1,1770,0.0073
"7C, 6D, JC",J-top,26,0,1881,0.0138
"6S, 7S, JC",J-top,18,0,1797,0.01
"JS, 6D, 7H",J-top,11,0,1836,0.006
"6S, 7C, JD",J-top,29,0,1751,0.0166
"7H, 6C, JH",J-top,14,1,1761,0.008
"7H, 6S, JC",J-top,22,1,1787,0.0123
"7S, 6D, JC",J-top,21,2,1838,0.0114
"6S, 7D, JC",J-top,13,0,1827,0.0071
"6D, 7D, JH",J-top,23,0,1809,0.0127
"6C, JS, 7D",J-top,22,0,1814,0.0121
"6S, 7S, JH",J-top,17,0,1800,0.0094
"6S, 7D, JH",J-top,20,0,1785,0.0112
"7S, 6C, JS",J-top,19,1,1849,0.0103
"7S, 6D, JH",J-top,15,0,1826,0.0082
"7S, 6C, JH",J-top,16,0,1734,0.0092
"7C, JS, 6H",J-top,21,0,1828,0.0115
"7S, JS, 6D",J-top,18,1,1802,0.01
"6S, JS, 7D",J-top,17,1,1817,0.0094
"7S, JD, 6D",J-top,19,1,1823,0.0104
"JD, 6H, 7H",J-top,26,0,1737,0.015
"6S, JD, 7D",J-top,21,1,1833,0.0115
"7S, JS, 6H",J-top,20,0,1839,0.0109
"6C, JS, 7H",J-top,23,0,1869,0.0123
"7H, 6D, JH",J-top,23,0,1810,0.0127
"6C, JD, 7H",J-top,9,0,1765,0.0051
"6S, 7C, JH",J-top,25,0,1745,0.0143
"7S, 6H, JC",J-top,11,1,1833,0.006
"7S, JD, 6H",J-top,21,1,1745,0.012
"7H, 6H, JC",J-top,22,0,1809,0.0122
"6S, 7C, JC",J-top,19,0,1848,0.0103
"7S, 6C, JC",J-top,20,1,1800,0.0111
"7S, 6H, JH",J-top,21,0,1793,0.0117
"JD, 6D, 7H",J-top,26,0,1867,0.0139
"6H, JS, 7D",J-top,24,1,1861,0.0129
"7C, JD, 5D",J-top,12,0,1809,0.0066
"7S, JS, 5C",J-top,27,0,1787,0.0151
"5S, 7D, JH",J-top,19,1,1803,0.0105
"5C, JS, 7D",J-top,19,0,1801,0.0105
"7S, 5D, JC",J-top,20,0,1759,0.0114
"5H, JS, 7D",J-top,19,1,1801,0.0105
"7C, JH, 5H",J-top,25,0,1812,0.0138
"7H, 5S, JC",J-top,23,0,1875,0.0123
"5S, 7D, JC",J-top,29,0,1777,0.0163
"5C, 7D, JH",J-top,26,0,1728,0.015
"7C, JC, 5H",J-top,25,0,1752,0.0143
"5H, JD, 7D",J-top,19,0,1808,0.0105
"5H, JD, 7H",J-top,18,0,1846,0.0098
"7C, JD, 5C",J-top,16,0,1825,0.0088
"7C, JS, 5H",J-top,19,0,1793,0.0106
"7C, JS, 5C",J-top,25,0,1753,0.0143
"7H, 5D, JH",J-top,16,0,1820,0.0088
"5S, JD, 7H",J-top,21,0,1817,0.0116
"7S, 5D, JH",J-top,16,1,1753,0.0091
"5S, 7S, JD",J-top,18,0,1742,0.0103
"5S, 7C, JS",J-top,18,0,1862,0.0097
"7H, 5S, JH",J-top,22,0,1809,0.0122
"7H, 5D, JC",J-top,19,1,1749,0.0109
"5C, 7D, JC",J-top,15,0,1761,0.0085
"JD, 5D, 7H",J-top,20,2,1762,0.0114
"5H, 7D, JC",J-top,18,0,1794,0.01
"7S, JS, 5D",J-top,16,0,1739,0.0092
"5D, JS, 7D",J-top,15,0,1870,0.008
"7S, 5H, JC",J-top,24,1,1702,0.0141
"JS, 5D, 7H",J-top,18,0,1766,0.0102
"7C, 5C, JH",J-top,23,0,1800,0.0128
"5H, 7D, JH",J-top,22,0,1851,0.0119
"7S, 5H, JH",J-top,15,0,1820,0.0082
"7S, 5C, JH",J-top,27,1,1847,0.0146
"5C, JD, 7D",J-top,22,2,1806,0.0122
"7C, JD, 5H",J-top,23,0,1836,0.0125
"7S, 5H, JS",J-top,24,1,1743,0.0138
"5D, 7D, JC",J-top,20,1,1806,0.0111
"7S, JD, 5C",J-top,19,0,1770,0.0107
"5H, JS, 7H",J-top,21,0,1771,0.0119
"7S, 5H, JD",J-top,15,0,1787,0.0084
"JS, 5C, 7H",J-top,15,0,1758,0.0085
"5S, JD, 7D",J-top,18,1,1817,0.0099
"5S, 7C, JC",J-top,18,0,1797,0.01
"7C, 5D, JH",J-top,15,1,1781,0.0084
"5S, JS, 7D",J-top,13,0,1875,0.0069
"7H, 5H, JC",J-top,14,1,1874,0.0075
"5S, 7C, JH",J-top,21,2,1798,0.0117
"7H, 5C, JC",J-top,21,0,1776,0.0118
"JD, 5C, 7H",J-top,16,0,1800,0.0089
"7S, 5C, JC",J-top,20,2,1834,0.0109
"5S, 7S, JH",J-top,26,1,1789,0.0145
"7C, JS, 5D",J-top,12,1,1778,0.0067
"7S, JD, 5D",J-top,28,0,1790,0.0156
"7H, 5C, JH",J-top,18,0,1832,0.0098
"5D, 7D, JH",J-top,11,0,1860,0.0059
"5S, 7C, JD",J-top,27,0,1825,0.0148
"5S, 7S, JC",J-top,16,0,1851,0.0086
"5S, JS, 7H",J-top,20,0,1806,0.0111
"7C, 5D, JC",J-top,22,1,1795,0.0123
"4S, 7C, JS",J-top,15,0,1820,0.0082
"4H, 7S, JH",J-top,19,0,1828,0.0104
"4H, 7D, JH",J-top,30,1,1833,0.0164
"4C, 7S, JC",J-top,13,0,1840,0.0071
"4S, JD, 7H",J-top,14,1,1814,0.0077
"4C, 7S, JD",J-top,14,0,1717,0.0082
"7H, JH, 4D",J-top,15,0,1805,0.0083
"7C, JS, 4D",J-top,9,2,1761,0.0051
"7S, JD, 4D",J-top,10,1,1862,0.0054
"4H, JS, 7D",J-top,19,0,1801,0.0105
"JD, 7H, 4D",J-top,24,0,1858,0.0129
"4C, 7S, JH",J-top,20,1,1814,0.011
"7H, 4S, JH",J-top,21,1,1821,0.0115
"4H, JD, 7D",J-top,17,2,1871,0.0091
"7S, 4S, JC",J-top,24,0,1803,0.0133
"7S, 4S, JD",J-top,19,1,1842,0.0103
"7H, 4S, JC",J-top,15,0,1813,0.0083
"4C, JS, 7D",J-top,19,0,1850,0.0103
"4C, JS, 7H",J-top,14,0,1796,0.0078
"4H, 7C, JH",J-top,19,0,1833,0.0104
"7H, JH, 4C",J-top,18,1,1804,0.01
"7D, JC, 4D",J-top,30,0,1873,0.016
"7H, JC, 4D",J-top,16,0,1793,0.0089
"4H, 7C, JC",J-top,23,0,1833,0.0125
"4C, JD, 7H",J-top,15,0,1824,0.0082
"4C, 7S, JS",J-top,19,0,1820,0.0104
"7D, JH, 4D",J-top,12,0,1804,0.0067
"4S, JD, 7D",J-top,12,0,1865,0.0064
"4S, 7D, JC",J-top,16,1,1806,0.0089
"7S, 4S, JH",J-top,22,0,1761,0.0125
"4H, 7C, JS",J-top,19,0,1820,0.0104
"JS, 7H, 4D",J-top,28,1,1805,0.0155
"7S, JC, 4D",J-top,22,0,1711,0.0129
"4H, JD, 7H",J-top,14,1,1852,0.0076
"7C, JD, 4D",J-top,25,1,1760,0.0142
"7C, 4S, JH",J-top,8,0,1812,0.0044
"4H, 7S, JS",J-top,26,1,1745,0.0149
"7H, JC, 4C",J-top,23,0,1814,0.0127
"4S, JS, 7D",J-top,21,0,1810,0.0116
"4S, JS, 7H",J-top,17,0,1814,0.0094
"7S, JH, 4D",J-top,16,0,1786,0.009
"7C, 4S, JD",J-top,9,0,1838,0.0049
"7C, JH, 4D",J-top,14,1,1828,0.0077
"4H, 7S, JD",J-top,20,0,1794,0.0111
"JS, 7D, 4D",J-top,22,0,1795,0.0123
"4S, 7D, JH",J-top,16,0,1764,0.0091
"7C, JC, 4D",J-top,21,1,1811,0.0116
"4C, JD, 7D",J-top,16,0,1845,0.0087
"4C, 7C, JD",J-top,22,1,1784,0.0123
"4C, 7D, JC",J-top,22,2,1860,0.0118
"7C, 4S, JC",J-top,22,0,1758,0.0125
"4C, 7C, JS",J-top,15,0,1781,0.0084
"4H, JS, 7H",J-top,7,0,1827,0.0038
"4C, 7C, JH",J-top,21,0,1819,0.0115
"4C, 7D, JH",J-top,14,2,1834,0.0076
"4H, 7S, JC",J-top,15,0,1769,0.0085
"4H, 7C, JD",J-top,9,0,1787,0.005
"4H, 7D, JC",J-top,14,0,1746,0.008
"7S, JS, 4D",J-top,18,0,1776,0.0101
"7H, JC, 4H",J-top,13,3,1836,0.0071
"3D, 7C, JS",J-top,12,1,1823,0.0066
"3S, 7C, JH",J-top,24,1,1819,0.0132
"3H, JD, 7D",J-top,17,0,1859,0.0091
"3D, JD, 7H",J-top,21,0,1766,0.0119
"7C, 3H, JD",J-top,14,0,1843,0.0076
"3C, 7S, JS",J-top,19,0,1762,0.0108
"3S, 7D, JH",J-top,18,0,1906,0.0094
"3C, 7C, JD",J-top,22,1,1915,0.0115
